,ANALYSE 1,ANALYSE 2,ALGEBRE 2,PROCE FABRIC/DESSIN TECHN,ANALYSE DES CIRCUI /OPTIQ,ALGEBRE 1,CHIMIE,ELECTRICITE,THERMODYNAMIQUE,LANGUES,TECHNI D'EXPRESS & COMMU1,Mécanique du point,ELECTROMAGNETISME,ELECTRONIQUE,ANALYS NUMER /PROB & STAT,ALGORITHMIQUE & PROGRAMMA,BASE DE LA CONCEPTION,TECHNO/METALL ET THERMO,TECHNI DOC /PROD DOC/ENTR,DAO ET OUTILS DE MATLAB,ALGEBRE 3,MECANIQUE DU SOLIDE,TECHN D'EXPRE ET DE COMM,FILIERE,MOYENNE
2290,11.752,12.327,16.823,7.487,13.975,17.1,11.992,11.922,12.994,12.796,11.621,10.096,11.949,14.798,12.34,11.86,13.972,13.795,12.234,10.16,13.394,8.768,11.933,0.0,12.439
2291,9.876,7.602,8.788,10.567,13.078,17.239,12.337,13.127,13.27,13.251,12.06,11.468,9.238,10.124,9.715,12.01,11.477,16.089,12.957,16.125,14.572,8.929,13.153,2.0,12.046
2292,6.679,12.617,10.83,10.703,12.001,14.095,14.347,9.229,8.749,13.078,12.174,11.313,7.044,11.114,10.557,12.221,10.178,13.898,13.745,14.682,11.773,7.069,11.763,0.0,11.298
2293,12.355,11.699,9.931,7.888,11.28,12.258,7.69,8.376,11.933,10.709,11.621,8.392,7.215,10.153,10.371,11.206,10.139,12.328,15.373,10.807,12.116,9.181,11.487,1.0,10.631
2294,8.533,10.769,9.308,12.945,12.346,11.654,12.023,12.373,11.382,11.863,11.397,9.41,9.633,11.194,12.003,13.675,12.775,14.003,12.101,9.28,12.979,7.875,10.742,2.0,11.316
2295,6.683,9.639,14.768,8.591,12.876,16.002,11.008,11.257,11.257,14.225,13.834,9.357,9.901,13.425,9.981,11.267,13.191,15.802,17.172,10.073,13.769,7.815,13.597,0.0,11.978
2296,5.87,4.836,10.551,11.509,12.98,13.421,12.71,11.238,12.541,13.476,13.921,8.114,8.196,11.741,8.7,9.615,13.523,15.074,13.478,12.46,10.529,7.275,13.343,2.0,11.091
2297,10.241,12.816,9.14,10.121,13.564,13.797,13.348,12.364,14.279,13.275,13.554,9.791,10.004,11.808,11.11,8.374,13.845,14.868,15.814,13.383,11.513,8.043,11.873,0.0,12.04
2298,10.005,9.342,13.898,5.744,12.569,10.557,12.433,12.931,16.781,12.219,8.691,10.934,11.068,12.045,7.645,5.154,13.046,12.14,8.91,9.309,11.464,6.762,8.51,2.0,10.529
2299,6.132,6.104,8.226,8.238,11.226,10.706,12.663,10.111,10.348,13.416,13.8,7.075,9.913,9.531,11.117,6.508,12.101,14.067,15.478,12.982,12.189,5.184,11.903,2.0,10.392
2300,10.487,13.24,16.147,10.851,16.166,15.635,15.941,12.343,17.293,14.533,14.167,11.211,10.871,13.53,13.481,9.588,12.188,16.958,14.59,11.169,18.505,5.649,12.388,2.0,13.345
2301,9.116,8.67,11.54,8.126,13.028,11.752,8.671,11.411,11.943,12.904,12.244,9.766,7.159,10.202,10.365,7.884,13.428,12.456,14.842,9.183,11.469,6.574,12.011,2.0,10.641
2302,8.045,12.697,11.401,8.52,11.23,13.891,15.377,9.128,11.017,13.308,13.219,9.773,6.155,11.788,9.221,12.392,13.734,13.003,16.185,14.815,11.566,6.452,12.498,0.0,11.54
2303,12.169,11.647,12.461,9.275,14.293,14.431,13.0,13.619,12.492,13.058,12.322,10.329,10.638,13.425,8.323,9.218,11.868,13.199,11.82,10.263,12.302,8.92,12.937,2.0,11.826
2304,6.726,6.262,9.684,11.605,12.114,10.75,10.69,10.743,9.926,14.359,12.91,5.81,7.26,9.203,8.597,8.977,10.969,14.282,14.31,13.996,9.487,5.025,14.179,1.0,10.342
2305,5.204,6.91,9.671,8.116,13.104,10.911,13.843,12.211,12.476,14.436,13.995,10.779,10.483,11.213,8.15,9.685,13.802,17.22,17.266,12.521,10.52,10.701,12.586,0.0,11.557
2306,7.741,7.609,11.94,9.822,12.616,14.568,12.375,9.553,11.881,13.679,13.966,10.542,10.447,10.694,8.454,8.274,12.042,14.675,14.61,10.293,13.187,5.828,12.846,0.0,11.202
2307,6.712,4.725,9.245,9.235,7.977,12.542,10.038,7.742,5.952,13.637,14.03,7.019,9.159,9.446,8.428,8.676,10.356,12.548,10.086,10.323,10.427,4.766,13.353,1.0,9.41
2308,9.421,11.755,13.444,10.272,13.035,15.326,13.072,9.715,14.041,12.713,12.579,8.798,10.929,13.07,10.843,9.979,13.806,15.444,15.38,12.75,17.562,8.101,11.759,0.0,12.339
2309,8.381,8.068,10.066,12.596,12.035,13.761,8.412,8.242,9.823,13.55,15.125,7.922,6.926,10.538,9.771,8.44,12.203,12.025,14.413,10.919,14.614,7.166,12.972,1.0,10.781
2310,4.831,11.888,10.321,8.645,12.575,5.76,10.328,7.117,5.338,13.015,10.379,7.656,8.885,12.664,13.337,11.57,11.483,14.038,13.686,14.753,12.202,9.308,10.937,2.0,10.466
2311,10.349,8.904,10.587,8.262,14.395,13.075,14.654,11.795,7.054,12.279,13.471,7.742,10.548,10.142,13.397,13.289,12.726,14.685,15.754,13.937,12.261,11.914,12.542,0.0,11.903
2312,9.173,4.786,9.348,11.223,10.557,12.501,9.434,10.075,10.642,12.169,11.456,7.105,5.503,9.681,7.806,9.532,9.239,11.094,13.577,12.9,6.529,7.044,11.732,1.0,9.7
2313,6.497,7.877,5.418,8.638,11.591,14.206,10.642,12.041,10.698,13.367,12.148,8.871,8.464,9.93,8.73,8.216,10.162,13.226,12.219,9.697,8.49,7.017,12.169,2.0,10.014
2314,13.361,7.674,15.156,10.217,13.418,17.673,12.276,11.139,10.925,12.325,13.126,7.699,9.143,11.521,13.851,9.287,13.205,13.527,13.617,15.53,12.63,7.324,11.585,0.0,12.009
2315,8.707,8.46,12.901,8.106,12.172,13.855,12.601,11.171,11.591,12.268,12.548,7.453,9.492,13.554,10.958,9.764,11.722,13.474,14.14,10.898,12.994,6.338,11.938,2.0,11.178
2316,7.541,9.705,11.63,9.944,12.404,16.724,13.31,10.144,8.283,13.952,12.78,9.463,5.863,10.393,10.484,8.647,12.145,14.08,13.379,10.202,12.6,7.594,10.835,2.0,10.961
2317,5.856,5.021,10.711,11.225,13.181,13.473,12.356,11.176,12.448,13.169,14.066,8.287,7.563,11.784,8.75,9.911,13.803,15.166,13.644,12.363,10.583,7.517,13.478,2.0,11.11
2318,6.902,8.658,10.525,8.953,11.186,12.94,12.531,10.149,10.799,12.793,12.128,9.137,8.887,11.387,8.038,8.355,10.779,12.876,14.096,12.764,9.851,4.988,11.837,2.0,10.459
2319,9.612,4.656,9.773,10.588,11.908,10.719,10.675,7.434,5.844,12.901,13.555,7.731,8.911,10.633,9.04,16.445,12.202,14.043,14.321,14.537,13.169,4.845,13.56,0.0,10.744
2320,7.743,9.752,13.659,9.564,13.088,17.138,15.063,12.585,13.894,14.515,14.323,10.871,12.134,14.146,10.818,13.644,11.56,17.133,15.705,16.248,12.404,11.659,13.635,0.0,13.099
2321,12.246,12.806,16.156,7.26,13.399,17.619,11.892,11.516,12.764,12.716,11.962,10.023,11.625,14.78,12.085,11.533,13.521,14.398,12.229,10.155,13.447,8.525,12.048,0.0,12.379
2322,4.776,10.113,10.865,8.817,13.858,15.646,12.424,13.226,13.426,13.038,14.414,8.562,7.337,13.854,10.389,12.721,10.988,13.409,15.507,14.089,13.346,7.217,13.109,2.0,11.788
2323,10.653,9.661,9.826,11.17,12.085,13.417,9.356,12.104,11.69,13.852,13.557,9.68,8.248,8.854,9.425,11.669,13.074,14.924,14.639,10.81,13.296,6.391,12.724,0.0,11.352
2324,9.524,8.81,11.589,8.403,13.015,11.738,8.411,11.039,12.542,13.281,12.253,10.115,7.428,10.081,10.249,7.539,13.017,12.359,14.242,9.528,11.494,6.83,12.382,2.0,10.69
2325,13.375,10.164,11.64,8.85,13.486,9.709,9.045,12.305,11.79,12.402,10.972,9.232,13.001,12.418,9.416,10.579,11.651,16.242,11.44,16.804,14.016,10.802,12.138,0.0,11.803
2326,10.457,9.445,14.339,6.34,11.978,10.669,12.64,12.563,16.64,11.992,8.625,10.807,10.85,12.122,7.014,4.949,13.375,11.483,8.521,8.958,11.843,6.404,8.171,2.0,10.443
2327,14.898,13.314,9.78,6.911,10.514,11.897,10.737,10.963,8.216,11.276,10.167,8.817,5.811,6.808,10.29,10.522,9.48,12.073,12.212,13.761,11.253,5.694,6.166,2.0,10.068
2328,10.218,11.044,13.495,11.587,13.386,17.605,10.856,11.688,11.804,12.908,12.119,10.309,8.891,13.248,10.245,10.675,12.353,13.236,12.587,15.401,14.403,11.271,11.892,0.0,12.227
2329,6.323,4.709,10.277,11.328,12.973,12.973,12.689,11.466,13.343,13.596,13.956,7.94,8.248,11.888,8.594,9.979,12.992,14.966,13.332,11.913,10.57,6.942,13.27,2.0,11.055
2330,7.161,5.952,10.03,10.981,12.954,14.218,12.759,10.968,13.969,14.709,15.139,9.579,10.803,12.367,12.317,13.407,12.951,14.713,16.642,11.738,13.882,8.919,13.414,2.0,12.155
2331,10.253,10.216,9.937,11.172,11.575,13.213,8.615,12.163,12.525,13.543,12.971,10.057,8.43,8.752,9.382,11.303,13.513,15.393,14.32,10.978,12.94,6.236,12.637,0.0,11.31
2332,9.812,12.858,9.966,7.989,12.551,15.445,14.472,8.9,11.233,13.747,12.57,9.167,10.53,11.031,8.097,7.995,11.744,12.549,15.306,13.527,12.581,8.583,12.665,0.0,11.448
2333,8.488,5.011,8.371,7.07,10.381,11.72,8.245,11.059,10.187,11.83,10.837,8.831,11.165,9.942,7.146,6.806,10.4,13.171,11.165,9.605,10.906,5.073,11.569,2.0,9.521
2334,5.252,8.044,7.078,12.412,10.575,13.398,11.363,12.074,11.202,13.229,12.822,7.579,7.113,10.985,8.897,5.298,12.163,10.977,14.141,13.117,11.829,7.062,11.154,1.0,10.338
2335,8.061,6.98,10.378,12.024,10.901,14.331,11.866,10.65,10.526,12.714,12.5,9.641,9.181,11.483,10.134,9.591,11.184,14.747,13.876,11.967,12.233,7.966,12.345,2.0,11.099
2336,6.626,6.056,7.824,8.029,11.36,10.544,12.928,9.754,11.181,13.409,13.576,7.819,10.113,9.995,11.496,6.341,11.889,14.432,15.464,13.207,12.318,4.97,12.501,2.0,10.515
2337,9.983,9.652,9.73,11.53,11.846,13.414,9.38,11.821,12.282,14.009,13.19,9.785,8.172,8.659,9.16,11.394,13.706,15.559,14.415,10.414,12.612,5.937,12.703,0.0,11.276
2338,13.711,10.92,11.693,9.283,13.536,9.061,9.178,11.887,11.765,11.743,11.371,9.266,12.694,11.983,8.873,10.629,11.151,16.231,11.393,16.189,13.729,11.089,12.62,0.0,11.739
2339,4.915,5.223,7.198,11.884,11.624,15.195,11.49,10.763,8.716,14.415,12.584,9.871,7.555,10.514,8.787,11.04,11.499,14.314,10.212,14.464,11.336,6.897,13.745,1.0,10.619
2340,5.555,11.147,11.456,6.678,12.161,10.3,10.204,9.658,10.597,12.166,11.939,10.785,9.365,9.481,10.021,10.698,12.107,14.518,12.721,16.229,14.54,10.422,12.114,1.0,11.081
2341,6.239,10.752,11.44,6.593,11.94,10.473,10.25,9.611,10.976,11.772,11.595,10.65,9.529,9.633,9.953,11.385,11.836,14.01,12.657,16.888,14.024,9.884,12.423,0.0,11.066
2342,7.421,5.361,10.784,11.107,13.241,15.158,11.798,12.47,14.149,13.916,13.633,11.717,9.427,10.993,11.129,10.86,11.695,13.918,13.746,11.679,13.613,7.965,13.118,1.0,11.691
2343,9.513,11.258,12.999,12.598,14.883,14.885,13.883,12.093,15.436,13.25,15.082,10.123,9.438,12.936,11.4,14.071,12.885,14.77,15.513,17.373,14.025,10.859,13.798,1.0,13.177
2344,5.594,6.772,16.316,12.944,15.23,14.162,14.546,12.03,7.376,14.589,14.9,8.828,10.88,11.726,10.253,11.436,10.54,15.957,14.254,10.4,13.852,6.547,12.445,0.0,11.808
2345,8.625,7.319,12.737,8.182,13.111,12.03,8.273,7.447,7.477,12.678,13.357,9.202,8.685,13.156,9.099,11.296,11.038,14.016,12.872,11.832,13.172,6.387,13.256,2.0,10.663
2346,4.955,9.419,11.249,8.776,13.134,15.498,12.926,12.927,13.344,13.126,13.84,8.93,7.209,13.646,10.322,12.754,10.838,13.982,15.708,14.51,12.9,6.611,13.284,2.0,11.734
2347,14.918,13.67,9.771,6.655,9.923,11.444,10.593,11.655,8.726,10.898,10.008,8.985,5.227,7.113,10.485,10.72,9.572,12.23,11.946,13.312,11.09,5.11,6.714,2.0,10.033
2348,7.904,9.181,5.115,12.686,10.095,8.912,10.545,12.971,10.004,14.436,14.908,8.685,10.743,11.22,10.153,7.376,11.197,14.662,12.3,12.662,12.125,7.892,13.983,2.0,10.859
2349,5.977,6.298,10.73,9.126,9.476,14.199,10.839,10.428,12.616,12.957,12.44,6.108,9.357,13.784,9.68,8.867,11.012,13.845,14.152,12.803,11.477,5.712,12.652,1.0,10.632
2350,6.439,5.065,8.748,9.534,8.13,12.379,9.595,7.781,6.069,13.849,13.633,7.58,9.768,9.888,8.767,9.266,9.577,12.552,10.008,10.349,10.62,5.09,14.089,1.0,9.512
2351,12.641,8.409,15.609,9.433,13.357,17.078,12.483,11.325,11.067,12.627,12.944,7.801,8.739,11.647,13.626,9.111,12.957,13.819,13.921,15.602,12.72,7.369,11.747,0.0,12.001
2352,10.218,9.673,10.343,7.961,12.021,13.017,12.475,11.43,13.371,9.336,11.787,6.237,8.189,13.047,9.503,12.467,11.543,15.351,12.158,12.55,13.081,8.892,11.74,0.0,11.147
2353,4.963,5.312,11.52,8.17,8.522,13.531,13.372,10.73,14.312,12.613,12.112,7.416,8.637,10.684,6.434,7.129,11.488,11.942,11.14,13.927,5.365,6.058,10.914,1.0,9.839
2354,6.4,6.365,8.125,7.444,11.136,11.653,12.723,10.64,11.315,13.129,13.538,7.598,10.311,9.94,11.556,6.94,11.996,13.839,15.428,13.09,12.524,5.156,12.057,2.0,10.561
2355,9.841,6.966,8.178,7.343,11.674,13.868,11.697,11.507,10.907,13.646,14.115,8.341,8.002,10.807,8.369,10.952,11.106,12.161,12.937,11.714,9.828,9.945,12.561,1.0,10.716
2356,13.721,9.049,9.543,12.501,11.863,16.854,12.667,12.548,12.669,13.082,11.413,8.755,9.028,11.502,11.812,15.503,12.407,15.379,14.078,17.347,15.19,9.84,11.276,1.0,12.523
2357,9.692,4.933,9.92,10.606,12.216,10.912,10.42,7.349,6.239,12.859,13.652,7.745,9.511,10.538,8.707,16.162,12.502,13.943,14.017,14.382,13.154,4.881,13.484,0.0,10.775
2358,18.897,12.174,14.588,9.263,15.287,13.825,15.561,12.204,11.908,12.652,12.682,10.534,12.186,14.154,13.971,14.027,15.3,15.885,16.003,14.861,17.035,8.497,11.756,1.0,13.619
2359,7.887,4.998,11.64,8.959,11.569,11.51,10.807,10.001,14.459,13.537,15.747,9.31,6.504,11.504,11.634,8.149,13.162,13.506,15.417,12.692,14.349,8.0,13.84,0.0,11.269
2360,10.788,12.273,9.095,10.497,13.721,14.052,13.165,12.06,14.485,13.598,12.892,9.729,9.588,11.892,10.975,8.331,14.052,14.023,15.668,13.177,11.487,7.854,11.328,0.0,11.945
2361,9.399,12.25,13.481,9.763,13.408,15.484,14.723,9.858,13.608,12.076,12.221,9.749,9.698,12.639,11.273,11.553,13.33,14.037,14.589,13.544,13.901,10.416,11.137,1.0,12.267
2362,10.728,12.038,11.514,8.191,12.701,12.788,13.923,11.2,13.735,12.741,9.438,7.642,8.023,11.239,12.656,11.651,11.199,14.535,13.462,13.158,10.852,8.089,8.896,1.0,11.322
2363,4.589,7.037,6.555,7.41,11.279,6.498,9.757,11.058,6.243,13.366,13.923,7.231,10.16,10.076,7.343,7.563,10.095,14.7,13.965,13.946,7.869,5.473,13.807,2.0,9.563
2364,10.067,11.989,15.133,15.908,14.674,17.504,15.039,12.032,15.007,13.817,12.858,11.556,11.441,15.532,10.429,12.392,15.631,17.1,16.625,16.979,15.05,9.178,13.032,1.0,13.868
2365,8.245,10.227,12.658,13.133,13.979,14.554,11.043,8.591,12.924,13.609,13.834,8.675,9.966,11.491,10.579,10.577,13.597,14.276,15.621,11.552,11.638,9.011,12.596,1.0,11.842
2366,10.7,6.803,10.682,10.014,11.803,14.699,9.096,9.98,7.167,11.966,10.903,6.823,9.721,9.573,9.381,8.895,9.87,14.112,12.193,16.835,9.163,6.647,10.273,1.0,10.317
2367,6.077,10.788,11.071,6.981,12.078,10.952,10.268,9.74,11.187,12.024,12.097,10.784,9.558,9.441,10.35,10.249,11.89,14.262,12.527,16.34,14.198,9.977,11.983,1.0,11.079
2368,10.493,11.78,15.54,15.546,14.46,17.685,14.984,11.844,15.278,13.887,12.72,11.137,11.325,15.713,9.953,12.757,15.864,17.228,16.363,17.067,15.193,9.751,13.008,1.0,13.895
2369,5.249,7.815,13.434,10.513,12.9,13.183,13.374,11.327,14.962,12.329,14.029,9.316,10.014,12.316,9.859,8.647,12.445,14.727,14.336,11.102,12.552,7.053,10.59,1.0,11.394
2370,4.897,6.62,10.27,9.867,11.646,13.198,11.532,9.575,14.047,12.62,12.477,8.261,11.255,12.612,7.68,10.279,12.924,13.535,13.231,14.061,15.613,8.639,11.332,0.0,11.138
2371,7.439,7.927,11.064,10.547,13.327,13.001,12.69,10.043,13.222,14.173,12.817,9.103,12.104,12.585,9.045,10.557,10.508,17.066,16.031,13.462,12.518,10.733,13.618,0.0,11.895
2372,10.254,13.554,15.653,10.853,15.582,15.741,16.351,12.752,16.82,14.788,14.021,12.015,11.119,13.797,13.658,9.557,12.392,16.575,14.571,11.698,19.231,5.559,12.881,2.0,13.453
2373,5.624,8.364,8.788,8.275,11.53,10.26,8.449,10.339,11.389,13.406,13.471,9.287,9.069,9.875,10.791,10.167,11.841,12.42,15.152,11.661,13.612,6.754,11.425,2.0,10.52
2374,7.767,9.771,12.125,9.776,12.265,16.31,12.302,9.757,8.092,13.341,12.364,9.876,6.214,10.786,10.231,8.969,11.866,14.224,14.149,10.516,12.822,7.573,11.357,2.0,10.976
2375,8.125,6.674,10.306,11.512,10.882,13.379,12.163,10.005,10.356,12.689,12.529,9.622,9.085,11.221,9.873,9.567,11.493,14.478,13.937,12.198,12.748,7.944,12.484,1.0,11.012
2376,9.39,11.147,12.803,12.262,15.423,15.045,14.061,11.553,15.399,13.744,15.671,9.442,9.944,13.037,11.74,13.68,12.942,14.988,15.058,17.541,14.212,11.053,13.598,1.0,13.206
2377,6.682,8.617,12.747,9.533,13.45,12.353,9.406,11.362,12.27,13.33,11.396,9.157,8.892,11.868,10.774,10.721,12.008,13.345,12.45,13.764,13.127,8.201,11.354,0.0,11.166
2378,12.136,11.85,12.712,9.453,14.386,15.815,13.02,13.276,12.56,13.1,12.81,10.647,10.942,13.402,8.874,9.377,11.988,13.164,11.721,10.349,12.11,8.071,12.585,2.0,11.928
2379,8.485,7.999,9.849,12.306,12.276,13.58,8.447,8.786,10.167,13.914,15.407,8.155,6.226,10.404,9.134,8.601,12.006,12.371,14.629,11.142,14.995,7.46,12.986,1.0,10.84
2380,5.427,8.944,9.2,7.863,11.25,10.115,8.298,10.418,11.111,13.586,13.932,8.84,9.661,9.928,10.6,9.883,11.48,12.822,15.286,11.242,14.097,7.154,11.957,1.0,10.569
2381,7.383,7.231,10.187,11.915,10.855,13.573,12.421,10.386,10.372,13.333,12.671,9.509,9.476,12.083,9.587,9.474,10.902,14.276,14.449,12.69,12.128,7.66,12.127,1.0,11.073
2382,5.191,7.072,10.267,9.076,12.052,12.034,7.509,10.783,7.303,13.501,12.822,7.428,10.169,11.091,7.306,8.36,10.344,10.894,14.36,13.474,8.722,6.258,13.412,1.0,9.975
2383,7.238,13.379,11.354,11.045,11.532,13.857,15.324,9.456,9.422,12.774,12.426,11.48,6.027,11.55,10.671,11.708,10.667,13.644,13.999,14.555,11.751,7.304,12.011,0.0,11.442
2384,6.147,12.191,15.731,11.97,12.301,16.372,14.252,11.663,15.035,13.262,12.649,11.578,9.614,13.41,8.666,10.262,12.31,13.931,14.338,14.233,13.23,8.262,13.134,0.0,12.371
2385,6.221,6.431,16.353,13.032,16.193,14.067,14.575,12.07,7.191,14.334,14.449,8.827,11.106,11.541,10.497,11.672,10.936,15.902,13.867,10.339,13.961,6.295,11.881,0.0,11.815
2386,6.415,8.405,5.702,9.108,11.931,14.893,10.369,11.465,10.472,13.122,11.717,8.968,8.222,9.261,9.127,7.796,10.191,13.584,12.62,9.656,9.0,7.219,12.013,2.0,10.055
2387,10.786,13.092,8.91,10.041,13.76,13.577,13.137,12.17,14.564,13.368,13.388,9.927,9.458,11.869,11.545,8.547,13.866,14.396,15.919,13.398,11.744,7.644,11.695,0.0,12.035
2388,9.232,8.423,11.322,8.142,12.918,11.948,8.473,11.405,12.35,13.144,11.986,9.112,7.328,10.217,10.11,8.064,12.803,12.189,14.6,9.247,11.704,6.628,12.129,2.0,10.586
2389,12.251,15.561,18.012,12.926,14.994,17.009,14.593,11.925,13.776,14.457,13.913,10.476,11.003,15.365,12.93,17.059,14.479,15.465,16.169,16.502,16.787,10.13,13.573,1.0,14.32
2390,7.55,9.629,4.961,13.001,10.019,8.811,10.698,13.635,9.926,14.596,14.583,8.983,10.767,11.097,9.783,7.788,10.947,14.857,12.438,12.159,12.507,8.144,14.199,2.0,10.916
2391,5.745,6.94,16.197,12.81,15.208,14.186,14.461,12.284,7.152,14.311,14.71,9.126,11.255,11.802,10.051,11.898,10.858,16.141,14.195,9.977,13.617,6.059,12.036,0.0,11.783
2392,4.57,4.735,11.628,7.998,8.918,13.677,12.826,10.313,13.738,12.618,11.987,6.7,8.405,10.137,7.307,7.241,11.251,11.097,10.626,13.936,5.167,6.015,11.476,1.0,9.668
2393,4.994,6.541,11.137,12.234,12.535,11.002,13.182,10.457,11.746,12.348,13.978,8.707,6.918,12.683,10.716,12.83,12.665,13.705,15.997,17.012,14.423,9.4,12.149,0.0,11.624
2394,10.445,10.119,13.41,12.839,10.854,17.452,15.722,10.928,13.095,13.078,13.935,9.287,7.557,12.232,11.864,11.464,11.754,15.126,16.531,14.531,10.314,7.695,11.837,0.0,12.264
2395,5.616,6.784,16.518,12.72,15.016,14.244,13.919,11.892,6.982,14.107,14.398,8.616,11.054,11.627,10.401,11.663,10.835,15.72,14.26,10.152,13.399,6.196,12.034,0.0,11.659
2396,9.129,8.537,5.195,7.71,9.628,10.274,10.561,12.246,9.527,12.794,12.288,8.632,9.918,9.287,7.914,10.323,14.183,16.147,14.015,13.853,12.3,6.555,12.411,1.0,10.584
2397,8.809,12.765,9.876,8.289,12.447,15.424,14.242,8.699,11.329,13.251,13.584,9.167,9.799,11.351,8.6,8.004,11.916,12.764,15.852,13.77,13.238,8.921,12.917,0.0,11.522
2398,12.752,14.787,13.313,10.375,12.959,16.5,12.743,10.66,14.438,12.13,12.792,8.927,7.173,9.351,10.408,14.441,12.928,14.264,13.361,9.129,14.25,9.636,11.591,0.0,12.126
2399,12.288,14.796,17.732,12.871,15.28,16.94,14.175,11.764,13.641,14.979,13.319,11.014,11.134,15.756,13.237,16.171,13.991,15.327,15.48,16.7,17.481,9.954,13.705,1.0,14.249
2400,10.439,10.292,12.893,12.315,8.953,14.54,11.058,11.483,10.151,12.258,12.246,7.139,8.201,11.143,9.742,11.675,13.4,15.489,12.916,15.942,13.255,7.816,11.011,0.0,11.494
2401,10.445,7.435,6.745,7.987,8.153,11.52,11.039,11.875,10.869,13.954,13.151,8.073,9.103,10.317,10.161,8.563,12.322,14.231,12.289,13.653,9.356,8.035,12.508,1.0,10.512
2402,8.533,5.079,8.09,7.337,12.444,11.713,12.157,10.988,12.51,13.446,12.345,9.554,8.179,8.813,10.444,9.304,10.675,12.865,11.968,13.941,14.671,6.904,11.429,2.0,10.582
2403,5.372,13.389,12.941,13.892,11.577,4.87,6.171,7.168,7.413,10.793,12.757,8.368,9.584,9.741,12.906,16.857,11.057,13.461,12.114,13.533,8.163,6.676,12.346,1.0,10.485
2404,8.336,5.235,8.281,7.122,10.455,11.397,8.546,10.62,9.816,11.71,10.961,9.004,11.318,10.432,7.123,6.869,10.505,12.749,11.756,9.74,10.783,5.235,11.424,2.0,9.54
2405,4.937,7.224,6.201,7.355,11.036,6.512,9.361,10.964,6.758,13.542,13.291,7.255,9.795,9.978,7.545,7.664,9.964,14.927,13.898,13.793,7.816,5.709,13.872,2.0,9.539
2406,4.961,6.82,9.896,9.133,11.563,11.512,7.613,10.403,7.405,13.161,12.881,7.403,9.613,10.832,6.794,7.52,10.018,11.431,14.828,13.866,8.745,6.09,13.106,1.0,9.808
2407,7.846,13.003,10.986,8.478,11.3,13.891,14.988,9.355,10.849,14.266,12.693,9.648,6.461,11.703,9.327,12.213,13.555,13.257,15.787,15.142,12.335,5.892,12.602,0.0,11.547
2408,12.683,11.369,10.045,8.508,10.808,12.552,7.854,8.666,12.138,10.775,11.04,8.709,7.225,10.738,10.375,11.224,10.58,12.079,15.54,11.133,12.47,8.981,11.317,1.0,10.731
2409,8.746,7.974,9.981,12.55,11.757,13.282,8.69,8.219,9.996,13.705,15.431,7.879,6.683,10.714,9.191,8.858,11.721,12.528,14.73,11.024,14.755,7.292,13.027,1.0,10.815
2410,7.044,4.76,9.256,9.942,8.599,12.418,9.695,7.773,6.405,13.542,13.718,7.623,9.641,9.528,8.488,8.945,10.355,13.037,10.769,10.08,10.358,4.745,13.767,1.0,9.586
2411,8.505,10.691,9.105,12.922,12.269,11.826,11.461,11.61,11.049,11.659,11.359,9.249,9.385,10.975,11.81,13.706,13.626,14.682,12.144,9.183,13.05,7.806,10.609,2.0,11.247
2412,8.464,5.378,7.957,9.819,10.048,8.744,6.013,8.837,7.838,13.058,13.057,5.252,7.268,12.629,7.042,9.975,10.691,11.355,13.586,11.374,6.313,5.965,10.097,2.0,9.163
2413,9.781,10.671,12.887,12.227,8.982,14.737,10.79,11.214,10.83,12.809,12.213,6.955,8.217,11.93,9.883,11.778,13.216,15.902,13.041,15.968,13.443,8.088,10.749,0.0,11.579
2414,13.209,8.633,5.312,8.05,10.865,15.933,12.381,12.242,14.338,14.12,12.966,7.708,9.082,9.893,8.517,6.607,9.953,11.455,12.174,11.685,9.069,4.951,11.726,2.0,10.473
2415,5.067,7.781,13.961,10.066,12.822,13.372,13.017,10.852,15.153,12.735,13.571,9.15,9.964,12.336,9.804,8.929,12.618,14.989,14.438,11.448,12.336,6.717,11.206,1.0,11.406
2416,8.051,5.273,6.618,7.003,10.341,13.842,9.65,8.225,8.853,12.976,8.91,8.432,9.058,10.36,8.336,8.488,12.044,11.983,10.521,10.373,12.391,5.81,12.301,1.0,9.558
2417,8.856,9.803,14.859,8.179,9.482,11.193,10.772,13.118,12.756,12.784,13.725,10.285,10.22,9.397,7.995,13.083,8.717,13.313,11.569,12.79,8.838,7.163,13.059,1.0,10.955
2418,5.122,9.961,11.657,8.878,13.491,16.0,12.551,13.192,13.37,13.246,14.063,8.338,6.806,13.872,10.257,12.538,11.231,14.066,15.664,14.636,12.9,7.198,13.209,2.0,11.837
2419,8.237,8.575,11.025,10.076,11.606,15.403,11.962,11.947,7.078,13.757,13.728,8.709,8.13,9.812,7.842,9.739,8.855,12.714,14.51,9.548,10.623,5.758,12.967,0.0,10.548
2420,5.343,13.572,12.888,13.784,11.318,4.99,6.324,7.153,7.63,11.215,12.582,8.463,9.584,9.666,13.064,16.72,10.739,13.447,12.611,13.539,8.041,6.838,12.611,1.0,10.527
2421,6.126,5.067,10.66,11.508,13.273,13.459,12.384,10.621,13.666,13.437,13.958,8.087,7.51,11.957,9.603,10.239,13.247,15.599,13.413,12.258,10.602,7.399,12.749,2.0,11.166
