,ANALYSE 1,ANALYSE 2,ALGEBRE 2,PROCE FABRIC/DESSIN TECHN,ANALYSE DES CIRCUI /OPTIQ,ALGEBRE 1,CHIMIE,ELECTRICITE,THERMODYNAMIQUE,LANGUES,TECHNI D'EXPRESS & COMMU1,Mécanique du point,ELECTROMAGNETISME,ELECTRONIQUE,ANALYS NUMER /PROB & STAT,ALGORITHMIQUE & PROGRAMMA,BASE DE LA CONCEPTION,TECHNO/METALL ET THERMO,TECHNI DOC /PROD DOC/ENTR,DAO ET OUTILS DE MATLAB,ALGEBRE 3,MECANIQUE DU SOLIDE,TECHN D'EXPRE ET DE COMM,FILIERE,MOYENNE,OUTPUT
1285,12.293,8.46,15.537,10.355,13.519,17.172,12.249,10.771,11.496,12.139,12.970999999999998,7.917000000000002,8.972000000000003,11.706,13.322,9.298,13.129,13.640999999999998,13.939,15.507,13.291,6.96,11.27,0.0,11.996,13.89
1286,6.605,7.78,5.316,9.134,12.159,15.04,10.534,11.919,10.953,12.411,11.59,8.984,8.676,9.395,8.871,7.966,10.343,13.534,12.021,9.571,9.257,7.487999999999999,12.299,2.0,10.08,12.379
1287,6.586,7.353,12.741,9.124,12.749,13.88,13.914,10.17,10.398,15.872,14.334,7.62,7.518,11.511,9.149,11.968,11.65,17.04,14.399,14.773,13.071,8.351,13.483,0.0,11.637,12.979
1288,7.09,11.669,13.33,10.38,12.504,16.2,13.239,11.872,14.682,12.931,12.518,9.026,9.88,11.585,11.085,8.71,12.026,16.253,11.526,9.034,12.786,6.944,14.147,1.0,11.714,12.289
1289,7.837999999999999,5.292000000000002,10.961,10.932,13.028,11.337,12.189,10.852,12.395,12.93,14.317,9.401,10.65,13.007,8.532,13.079,12.373,13.917,15.315,14.895,12.434,8.551,11.275,0.0,11.543,13.655
1290,5.222,6.228,10.904000000000002,8.923,9.647,14.741,11.522,9.809,12.773,12.862,13.286,6.6610000000000005,9.677,13.461,10.154,9.084,10.991,13.659,14.300999999999998,12.929,11.25,6.206,12.781,1.0,10.742,13.29
1291,5.0280000000000005,10.158,10.566,7.585,10.537,13.568,10.367,10.467,9.146,13.001,11.818,7.434,7.332000000000002,11.037,8.272,8.942,9.935,13.57,13.34,10.337,12.354,5.87,13.027,2.0,10.161,10.434
1292,6.4620000000000015,12.428,13.056,10.627,14.095,15.207,15.481,13.269,11.800999999999998,13.607,14.966,9.936,9.414,12.125,11.640999999999998,16.997,13.187,15.706,17.647000000000006,18.228,15.508,10.677,13.94,2.0,13.305,13.954
1293,9.59,5.527,10.136,10.771,11.800999999999998,10.6,10.477,7.0939999999999985,5.9929999999999986,12.56,14.025,7.737999999999999,9.149,10.282,8.6,15.747,12.008,14.177,13.976,14.26,13.130999999999998,5.249,13.470999999999998,0.0,10.711,12.259
1294,10.218,11.816,15.38,15.476,14.144,17.552,15.041,11.776,15.316,14.121,12.473,11.344,11.226,15.858,9.636,12.398,15.63,16.997,16.657,16.741,14.962,10.28,13.118,1.0,13.833,15.348
1295,6.47,6.773,9.761,11.16,12.355,11.458,10.606,10.343,10.541,14.089,12.625,5.757999999999999,7.018,8.666,8.521,8.416,10.427,14.419,14.194,14.579,9.041,4.578,14.178,1.0,10.26,11.828
1296,6.606,12.555,12.962,10.609000000000002,13.993,14.847,15.63,13.496,11.66,13.448,15.226,9.259,9.398,11.842,11.675,16.883,13.65,16.012,17.508,18.225,15.13,10.655,13.618,2.0,13.255999999999998,13.817
1297,11.996,12.215,16.579,7.0,13.438,17.242,11.797,11.899,12.871,12.4,11.637,10.185,11.87,13.838,12.14,11.298,13.735,13.966,12.129,10.612,13.694,8.56,12.066,0.0,12.312,13.242
1298,6.6370000000000005,9.997,8.992,11.703,10.928,14.05,13.089,14.062,14.526,12.421,13.488,9.385,10.079,11.199000000000002,9.356,11.558,12.614,13.327,12.024,14.182,11.197,7.7,12.378,1.0,11.517,11.802
1299,8.256,10.464,8.677,13.239,12.586,11.853,11.38,12.061,11.184,11.657,11.312,9.266,9.6,10.916,11.457,13.532,13.264,14.04,11.85,9.052,13.076,7.9620000000000015,10.789,2.0,11.194,13.187
1300,8.216000000000001,9.411,11.884,8.084,12.085,14.565,12.037,12.248,10.468,14.401,12.856,8.404,9.832,12.109000000000002,8.493,11.418,12.261,14.342,14.017,10.952,11.477,9.161,15.838,2.0,11.503,12.633
1301,13.622,9.076,9.367,12.342,12.148,17.23,12.684,11.948,12.388,12.866,11.586,8.484,9.028,11.046,11.861,15.238,12.731,15.48,13.781,17.785999999999994,14.827,9.742,11.268,1.0,12.458,12.815
1302,6.297999999999999,8.87,10.794,11.103,14.024,14.098,12.191,10.17,10.264,12.121,12.713,6.791,9.864,12.386,10.664,13.693,12.007,15.011,15.714,17.352,11.52,9.379,11.949000000000002,0.0,11.695,12.511
1303,8.546,7.8820000000000014,11.893,8.47,12.193,12.93,8.853,11.885,13.123,12.037,12.997,10.705,8.769,10.921,13.148,11.636,11.831,13.57,15.268,13.831,11.078,8.729,11.515999999999998,1.0,11.383,12.079
1304,8.106,9.441,11.795,8.002,11.968,14.566,12.281,12.203,10.705,14.229,13.371,8.29,9.692,11.723,8.648,10.470999999999998,12.412,14.069,14.619000000000002,10.47,11.291,8.949,15.853,2.0,11.442,12.021
1305,5.3889999999999985,9.829,13.765999999999998,9.542,12.407,10.532,12.367,11.244000000000002,13.887,13.211,11.745,9.729,13.677,14.065,12.628,13.936,15.959,15.743,15.386,12.574000000000002,14.841,11.095,13.307,1.0,12.472,13.373
1306,10.179,6.615,8.113,7.278,11.911,14.126,12.059,11.232,11.306,14.127,14.205,8.572000000000001,7.544,10.81,8.712,10.947,11.125,12.505999999999998,13.088,11.504,9.644,10.275,12.332,1.0,10.792,11.628
1307,6.233,15.163,8.884,7.174,11.37,13.431,11.842,10.787,12.644,11.799,10.877,9.003,8.771,10.28,10.051,10.15,10.044,13.977,9.738,13.623,9.264,8.732999999999999,11.99,1.0,10.688,11.628
1308,10.415,10.617,13.097,12.470999999999998,10.714,17.8,15.306,11.565,13.42,13.552,13.651,8.853,8.019,12.27,11.958,11.35,12.072,14.899,15.808,15.133,9.902,7.546,11.99,0.0,12.279000000000002,13.385
1309,9.092,14.386,14.363,12.981,14.443,14.807,13.793,10.684,12.486,14.332,14.726,10.162,7.218,12.979,12.219,14.519,14.166,15.14,13.692,16.784000000000002,13.875,9.753,13.761,0.0,13.059,13.726
1310,9.768,8.072000000000001,4.8,7.59,9.52,10.525,11.009,12.145,9.507,12.550999999999998,12.216,8.045,10.582,9.473,8.134,11.202,13.769,16.123,14.172,14.119000000000002,12.267,6.425,12.74,2.0,10.640999999999998,13.999
1311,5.124,10.369000000000002,11.336,8.916,13.026,15.982,12.692,13.38,13.863,13.293,14.235,8.164,7.086,13.607,10.576,12.18,11.294,14.153,15.464,14.014,13.263,7.391,13.187,2.0,11.852,13.728
1312,7.691,5.933,9.9,10.908,13.039,14.673,13.045,11.358,14.171,14.720999999999998,15.293,10.456,10.892,12.554,11.989,13.18,13.606,14.826,16.719,12.027,13.539,8.792,13.348,2.0,12.29,14.613
1313,7.716,9.186,11.663,7.98,12.293,14.277,12.59,12.414,10.512,14.446,13.059,8.199,9.874,11.835,9.192,10.895,12.382,14.708,14.692,10.773,11.872,8.647,15.407,2.0,11.505,12.269
1314,5.261,8.097999999999999,13.486,10.174,12.827,13.077,13.467,11.546,15.047,12.503,13.069,9.612,9.769,12.395,10.073,9.157,12.762,15.055,14.01,11.004,12.205,6.7010000000000005,11.134,1.0,11.41,12.51
1315,6.056,10.114,9.117,11.174,11.412,14.5,12.521,14.015999999999998,14.495,11.798,13.189,8.792,9.043,11.297,9.915,11.288,12.328,13.769,12.262,14.086,11.09,6.777,13.087,1.0,11.397,12.058
1316,6.582999999999998,10.833,11.640999999999998,7.095,10.857,11.129,11.317,9.154,10.408,14.415,14.336,9.839,10.453,11.423,14.218,11.077,12.824000000000002,16.515,14.975,10.514,11.062,9.286,13.983,0.0,11.476,12.549
1317,10.296,9.94,9.741,8.533,12.808,13.397,12.762,11.331,13.658,9.406,11.937,5.944,8.027999999999999,13.769,9.609,11.743,11.703,15.640999999999998,12.24,12.58,13.17,8.915,12.227,0.0,11.277,12.316
1318,8.004,5.822,9.636,10.923,12.995,14.406,12.661,11.286,14.624,14.351,14.692,9.917,11.441,12.220999999999998,12.396,13.665,12.917,14.849,16.34,11.696,13.774,9.411,13.58,2.0,12.244000000000002,14.341
1319,12.248,8.652999999999999,16.500999999999998,8.842,15.515999999999998,16.64,15.528,10.707,17.027,14.65,14.491,11.356,8.68,13.57,9.313,11.54,13.588,14.536,15.167,13.84,12.708,11.355,13.104,0.0,13.024,14.16
1320,9.726,11.521,13.623,9.429,13.461,15.473,13.094,8.835,14.132,13.394,12.568,9.141,10.441,13.083,11.269,10.601,13.925999999999998,15.966,15.123,12.636,17.236,8.5,11.841,0.0,12.392,13.228
1321,5.316,7.962999999999999,7.157,12.478,10.453,13.687,10.978,12.255,11.127,12.588,12.933,7.829,6.71,10.745,8.63,4.99,12.005,11.177,14.07,13.677,11.715,6.667000000000002,11.326,1.0,10.282,12.393
1322,12.261,13.156,11.709,7.98,13.489,16.384,11.693,9.515,11.987,12.68,12.959,10.453,7.1160000000000005,10.764,12.916,11.39,13.572,14.874,16.027,17.230999999999998,13.647,9.199,10.854,1.0,12.255,13.629
1323,5.831,8.232999999999999,13.257,10.217,12.703,13.317,12.758,11.009,14.792,12.049,13.385,9.429,9.938,11.938,9.684,8.717,12.668,14.798,14.065,10.795,12.292,6.9220000000000015,11.526,1.0,11.318,12.441
1324,6.421,8.482000000000001,11.505,11.179,14.137,13.627,12.144,10.18,10.211,11.547,12.785,6.61,9.792,12.979,10.817,13.41,11.965,15.525,15.669,17.162,11.439,9.444,11.713,0.0,11.685,12.309
1325,5.988,8.362,11.189,10.894,13.802,13.849,12.644,10.550999999999998,10.098,12.118,12.673,6.6320000000000014,9.745,12.759,10.525,13.249,12.444,15.008,15.269,16.429000000000002,11.061,9.923,11.603,0.0,11.601,12.394
1326,10.47,7.635,7.558,7.621,7.815,12.138,10.97,11.786,11.057,14.259,13.243,7.682,9.776,10.214,10.444,8.708,12.442,14.805,12.109000000000002,13.401,9.871,7.626,12.524,1.0,10.615,12.028
1327,5.125,6.8279999999999985,10.39,8.964,11.299,11.9,7.687,9.619,7.098,13.122,13.344,7.0920000000000005,9.908,11.237,7.511,8.385,9.747,11.05,14.205,13.448,9.141,6.075,13.571,1.0,9.859,9.353
1328,10.63,13.703,14.437,15.213,13.83,16.078,13.579,10.259,14.573,13.555,12.545,8.847000000000003,9.278,12.455,12.698,15.583,12.965,15.545,14.692,18.179,15.951,10.213,12.958,0.0,13.380999999999998,14.321
1329,10.463,5.283,11.878,8.827,10.39,13.23,9.751,10.811,11.594,12.497,11.578,8.956,10.43,13.165,9.816,10.919,13.05,14.787,15.61,11.103,14.376,10.04,12.857,0.0,11.366,12.874
1330,11.095999999999998,7.374,10.57,10.267,11.994000000000002,14.664,9.246,10.04,7.7189999999999985,11.797,10.647,6.609,8.765,9.88,9.171,8.627,9.961,14.028,12.152,16.739,9.549,6.2639999999999985,10.586,1.0,10.337,9.278
1331,9.108,7.711,10.033,9.037,11.854,10.625,12.747,11.59,13.959,11.638,12.56,6.657,5.601,10.396,11.532,10.84,12.937,11.140999999999998,13.458,11.873,9.306,5.827000000000001,11.439,2.0,10.515999999999998,11.89
1332,10.769,13.082,16.137999999999998,10.671,15.853,14.951,16.061,12.571,16.702,14.077,14.140999999999998,11.159,10.621,13.235,13.451,9.334,12.938,16.916,14.49,11.657,18.993,5.009,13.428,2.0,13.315,15.297
1333,5.03,7.065,9.613,8.279,13.331,10.639,13.983,12.193,12.583,13.894,14.199000000000002,10.427,10.616,11.537,8.152999999999999,10.413,13.799,16.844,17.526,12.564,10.98,10.829,13.201,0.0,11.639,13.086
1334,9.58,11.608,13.431,9.935,13.733,16.283,13.356,8.948,13.824000000000002,13.347,12.299,8.744,10.092,12.858,10.97,10.54,13.493,15.655,15.887,12.488,16.991,8.977,11.823,0.0,12.385,13.177
1335,13.517,8.902999999999997,9.505,12.132,12.24,16.895,12.76,12.269,13.015,13.042,11.31,8.341000000000001,8.996,10.785,11.455,15.371,12.424,15.754,13.953,17.669,14.973,10.178,11.259,1.0,12.467,13.276
1336,8.121,5.252999999999999,8.336,9.765,10.284,9.561,5.848,8.56,7.353,13.35,13.066,5.638,7.099,12.336,7.296,9.45,10.53,11.609000000000002,13.764,10.890999999999998,6.4,5.317,9.871,2.0,9.117,9.238
1337,12.474,11.015,16.02,10.461,14.171,14.512,14.526,9.281,13.075,14.309,13.815,11.232,9.98,13.186,10.014,17.044,13.604,14.851,14.343,11.599,14.384,10.419,14.845999999999998,1.0,13.007,13.265999999999998
1338,14.324000000000002,13.083,9.554,6.704,10.255999999999998,11.152,10.859000000000002,11.405,8.637,11.351,10.158,8.63,5.501,6.807,10.812,10.626,9.594,11.56,12.557,13.518,11.183,5.332000000000002,5.5710000000000015,2.0,9.964,12.509
1339,6.537000000000001,8.522,13.232,10.044,13.531,12.255999999999998,9.614,11.462,12.503,12.821,11.883,9.414,8.719,12.308,10.762,10.293,11.651,13.887,12.871,14.162,12.634,8.453,11.611,0.0,11.268,12.068
1340,5.515,8.009,7.37,12.249,10.469,14.024,10.811,11.656,10.77,13.056,13.295,8.041,6.795,11.032,8.724,5.559,12.192,10.731,14.205,14.033,11.271,7.251,11.235,1.0,10.361,12.17
1341,5.235,10.154,11.742,8.655,13.617,15.343,12.605,13.14,13.677,13.125,14.446,8.78,7.443,14.17,10.353,12.687,10.796,14.508,15.375,14.181,13.275,7.463999999999999,13.125,2.0,11.908,13.47
1342,7.632999999999999,11.979,14.173,9.767,12.187,13.872,11.755999999999998,10.69,9.082,13.838,11.335,7.626,9.204,12.304,8.379,13.936,12.656,14.815,14.865,14.5,13.934,7.084,11.195,1.0,11.6,12.142
1343,5.311,4.712,12.075,8.461,8.318,13.247,13.153,10.772,13.981,12.996,11.963,7.4620000000000015,8.815,10.74,6.443,7.4860000000000015,11.249,11.344,10.678,13.628,4.56,5.67,11.397,1.0,9.759,7.006
1344,7.233,10.197,13.448,9.647,13.279000000000002,17.475,15.356,12.814,13.998,14.768,14.282,10.467,11.778,13.826,10.738,12.849,11.543,17.133,15.683,16.67,12.192,11.663,13.646,0.0,13.073,13.413
1345,10.917,13.286,14.275,15.692,13.839,16.160999999999998,13.456,10.533,14.807,13.089,12.742,9.404,9.474,12.379,12.788,16.146,13.444,15.286,14.584,18.047,15.955,10.069,12.302,0.0,13.421,14.448
1346,5.379,8.484,8.672,8.047,11.265999999999998,10.061,8.443999999999999,10.209,11.255999999999998,13.811,14.183,8.859,9.394,9.075,10.81,10.286,12.1,12.524,14.66,11.719,14.712,6.9860000000000015,11.7,1.0,10.55,11.779000000000002
1347,6.3210000000000015,7.782,10.353,8.509,10.124,8.962,9.278,9.443,7.77,12.887,12.261,7.64,10.884,10.438,6.782,6.599,10.657,11.208,10.698,10.609000000000002,10.844,5.4270000000000005,12.842,2.0,9.492,8.692
1348,9.756,8.969,10.550999999999998,8.266,14.915,12.890999999999998,14.577,11.612,8.025,12.012,13.716,7.803,10.428,10.193,13.113,13.630999999999998,12.984000000000002,14.085,15.601,14.029000000000002,12.535,11.943,12.728,0.0,11.929,13.248
1349,12.338,10.491,16.038,10.83,14.258,14.713,14.135,9.311,13.053,14.31,13.97,10.645,10.239,13.478,10.249,17.372,13.259,15.37,14.404000000000002,11.336,13.468,10.669,14.755999999999998,1.0,12.987,12.942
1350,6.459,7.8439999999999985,5.938,8.595,12.287,14.579,10.233,11.768,10.779000000000002,12.732,11.821,9.275,8.749,9.197,9.265,7.673999999999999,10.275,13.376,11.699000000000002,9.546,9.061,6.928,12.462,2.0,10.024,12.526
1351,5.261,4.899,7.021,11.794,11.268,15.269,12.05,10.593,8.684,14.364,12.558,9.901,7.572999999999999,11.172,8.846,11.356,11.116,14.597,11.275,14.895,11.476,7.131,13.601,1.0,10.726,11.482
1352,5.2810000000000015,6.435,10.42,10.416,10.594,10.907,12.144,11.029000000000002,8.46,13.255,12.743,8.867,10.504,11.418,8.809,11.97,11.723,14.085,14.795,13.701,11.128,7.132999999999999,12.696,2.0,10.805,12.25
1353,8.958,8.373,12.993,8.055,12.918,13.89,13.123,11.158,11.807,12.885,12.505999999999998,7.511,9.361,12.988,11.017,9.84,11.978,13.673,14.635,10.746,13.121,5.994,12.374,2.0,11.3,12.748
1354,12.567,9.412,14.635,9.69,13.297,14.382,12.322,12.835,13.102,12.949000000000002,11.594,9.101,9.908,12.383,8.896,7.894,12.736,14.845999999999998,14.208,14.956,15.274,8.294,12.249,0.0,12.067,12.814
1355,13.142,9.448,14.498,9.55,13.54,13.715,12.565,13.349,12.388,12.75,12.165,8.647,8.904,12.585,8.865,8.14,13.027,15.054,14.458,15.455,15.04,8.666,12.178,0.0,12.092,12.725
1356,4.872,8.637,12.353,7.388,11.844,12.834,11.005999999999998,9.346,10.909,13.277,11.905,10.425999999999998,10.103,10.988,9.941,10.345999999999998,11.640999999999998,12.915,14.220999999999998,10.382,10.982,5.546,11.717,2.0,10.59,12.098
1357,13.407,13.765,18.974,11.172,15.533,19.554,16.71,12.565,16.132,14.529000000000002,12.879,10.98,11.908,16.364,13.763,16.706,15.792,15.724,16.027,17.267,17.995,11.973,13.526,0.0,14.924,15.493
1358,7.842,9.498,11.628,7.9460000000000015,12.526,14.62,12.12,11.874,10.699000000000002,14.637,13.109000000000002,8.215,10.113,12.025,8.604,10.855,12.06,14.66,14.338,11.008,11.854,8.658999999999999,15.555,2.0,11.498,12.162
1359,10.718,10.545,13.23,12.415,10.614,17.887999999999995,15.407,11.277,13.48,13.159,13.478,9.267,7.295,12.26,11.811,11.273,12.069,14.245,15.722,14.899,10.308,7.433,12.061,0.0,12.211,13.294
1360,13.577,14.206,14.495,10.473,15.119000000000002,17.774,12.122,13.254,12.095999999999998,12.974,10.398,11.574000000000002,9.994,14.68,13.58,12.353,12.785,16.217,14.829,17.141,13.265,10.515,11.934,1.0,13.276,13.345
1361,7.904,9.604,11.987,9.886,12.083,16.554000000000002,13.13,9.951,8.097000000000001,13.214,12.3,9.621,6.546,10.504,10.238,8.926,11.753,14.309,13.666,10.16,13.082,7.016,10.774,2.0,10.925999999999998,11.284
1362,10.064,10.142,9.918,11.312,12.268,13.262,8.892000000000003,11.831,12.52,14.12,12.867,9.994,7.961,8.443,9.414,11.425999999999998,13.501,15.383,14.11,11.067,12.722,5.509,12.648,0.0,11.277,11.918
1363,6.3889999999999985,15.025,9.208,7.862,11.331,13.276,11.817,10.867,12.35,12.082,10.880999999999998,9.356,8.757,10.022,9.787,10.657,9.9,14.364,9.536,13.375,8.797,9.1,12.085,1.0,10.731,11.454
1364,10.087,7.087999999999999,8.117,7.0939999999999985,11.783,14.161,11.505,11.324000000000002,11.024,14.019,14.367,8.068,7.721,10.572,8.814,11.315,11.475,11.997,13.233,11.56,9.789,10.255999999999998,12.758,1.0,10.788,11.698
1365,10.42,12.094,12.895,9.761,13.93,14.417,12.177,11.896,13.787,12.397,10.993,9.927,13.227,15.545,9.106,9.635,14.321,14.313,13.96,13.934,18.996,11.169,11.317,0.0,12.618,12.823
1366,12.978,14.113,13.265,10.361,13.289,16.419,12.754,10.941,14.644,12.126,12.459,9.446,6.863,9.714,10.075,14.435,13.249,14.067,14.499,9.159,14.429,10.563,11.869000000000002,0.0,12.248,13.735
1367,13.409,10.345,11.800999999999998,9.288,12.928,9.407,9.121,12.385,11.565,12.130999999999998,11.073,9.135,13.012,12.278,9.274,10.674,11.37,16.372,11.374,17.191,13.782,10.999,12.914,0.0,11.819,13.277
1368,8.777000000000001,7.978,10.15,12.136,11.982,13.393,8.485,8.357000000000001,10.143,13.669,15.529000000000002,8.435,6.984,10.463,9.59,8.482999999999999,11.837,12.163,14.452,10.259,14.742,7.152,13.03,1.0,10.791,11.897
1369,9.648,11.149,12.558,13.009,14.897,14.718,13.943,11.012,15.185,13.827,15.138,9.717,9.556,13.002,11.697,13.87,12.887,14.715,15.142,17.516,13.552,11.189,13.594,1.0,13.11,13.635
1370,6.75,6.476,8.314,7.9220000000000015,10.959,10.996,12.847,9.898,11.017,13.11,13.843,7.875,10.35,9.953,11.354,6.774,11.857,14.174,15.397,13.018,12.487,5.096,11.706,2.0,10.529000000000002,11.732
1371,17.474,15.636,14.64,9.852,15.376,18.342,17.172,12.86,15.728,15.298,15.773,11.235,11.978,13.857,15.203,16.024,12.539,16.031,18.08,17.579,19.164,13.208,13.629,0.0,15.073,14.83
1372,7.336,9.259,5.452000000000001,12.844,10.08,8.869,10.332,13.263,10.011,14.613,15.07,8.561,10.495,11.185,9.669,7.2879999999999985,10.983,14.996,12.061,12.479,12.083,8.377,13.677,2.0,10.825,12.075
1373,8.369,4.753,6.955,6.894,10.300999999999998,13.71,9.123,8.14,9.067,12.803,9.522,8.017000000000001,9.434,10.589,9.082,8.017999999999999,12.236,12.157,10.539,10.076,12.378,5.541,12.675999999999998,1.0,9.582,11.4
1374,5.0360000000000005,7.207000000000002,6.256,7.157,11.333,6.896,9.735,10.720999999999998,6.207000000000002,13.234000000000002,13.499,6.809,9.674,10.447,7.218,7.935,10.015,14.968,14.082,13.874,7.587999999999999,5.5939999999999985,13.921,2.0,9.539,12.497
1375,12.212,11.085,16.432000000000002,10.384,14.06,14.906,14.255999999999998,9.698,12.729,14.036,13.335,10.647,10.026,13.613,10.186,16.15,13.112,15.227,14.479,11.185,13.207,10.67,14.693,1.0,12.884,13.137
1376,7.077000000000001,9.876,14.864,8.464,13.292,15.813,10.706,10.945,11.594,13.613,13.264,9.18,10.08,13.862,9.878,11.347,12.948,16.384,17.404,9.264,13.296,7.9460000000000015,13.876,0.0,11.955,13.043
1377,4.91,8.173,10.486,7.172999999999999,11.572,13.625,9.512,10.536,8.142999999999999,13.483,11.353,9.072,5.6770000000000005,9.509,7.654,7.063,11.49,13.053,13.144,12.777,11.319,9.187,12.582,2.0,10.065,12.549
1378,7.809,5.805,8.756,10.217,10.064,9.438,6.803,8.331,6.977,12.318,12.557,5.888,7.54,12.856,8.029,9.78,10.622,11.294,13.871,11.413,6.235,5.746,9.871,2.0,9.227,8.33
1379,12.545,8.953,16.659000000000002,8.847000000000003,15.082,16.535,15.541,10.713,16.667,15.222,14.494000000000002,11.528,8.738,13.85,9.347,11.737,13.275,13.91,14.692,13.021,12.185,11.705,13.293,0.0,12.98,13.82
1380,5.254,6.559,11.356,12.265999999999998,12.611,11.204,12.696,10.066,12.116,12.202,14.140999999999998,8.756,6.468,12.897,11.219,12.453,12.71,13.643,15.918,16.929000000000002,13.896,9.301,12.566,0.0,11.619000000000002,12.727
1381,9.508,10.843,13.182,12.625,15.384,14.643,14.104,11.844,15.36,14.001,15.935,8.887,9.521,13.009,11.373,13.485,12.885,14.358,15.225,17.611,14.011,10.73,13.765,1.0,13.143,13.529000000000002
1382,8.632,11.442,12.559,11.09,12.357,14.173,11.405,12.591,12.722,14.390999999999998,14.130999999999998,10.015,8.36,13.199000000000002,13.069,11.249,12.207,15.835,15.944,14.218,11.87,9.44,12.139,0.0,12.306,13.34
1383,14.001,14.523,14.759,10.509,15.622,17.183,12.286,14.414,12.181,13.026,10.793,11.964,10.591,14.919,13.053,12.263,12.46,16.115,14.821,17.724,14.028,10.653,12.130999999999998,1.0,13.479,13.947
1384,9.559,8.613999999999999,9.122,7.997000000000001,11.434,10.344,10.557,12.627,7.8039999999999985,11.872,12.369000000000002,9.627,11.729,11.369000000000002,7.452000000000001,5.581,10.051,11.399,11.907,11.549,5.16,8.381,10.996,1.0,9.891,12.292
1385,9.678,11.475,13.792,11.83,12.585,17.373,11.001,11.351,11.502,12.636,12.44,10.81,9.357,13.306,10.075,9.962,11.619000000000002,13.899,12.761,15.51,14.129,10.800999999999998,12.112,0.0,12.174,14.059
1386,4.881,8.379,10.193,6.704,11.687,13.259,9.303,10.537,8.212,13.669,11.464,9.661,5.646,10.589,7.7120000000000015,7.4,12.19,12.970999999999998,12.994000000000002,13.26,11.282,8.919,12.865,2.0,10.164,12.27
1387,5.292000000000002,6.305,11.595999999999998,10.188,11.622,13.258,15.55,11.299,12.383,15.46,13.539,9.145,6.9060000000000015,10.141,7.229,8.666,10.489,12.140999999999998,14.845999999999998,10.272,7.539,6.7029999999999985,12.725,1.0,10.578,8.218
1388,12.629,13.470999999999998,11.452,8.35,13.050999999999998,16.633,11.826,9.489,11.264,12.722,12.522,10.572,6.782,10.312,12.433,10.855,13.303,14.691,15.873,17.354,14.295,9.206,10.979,1.0,12.177,14.215
1389,8.88,5.02,9.116,11.117,10.906,12.591,9.917,9.457,10.999,11.839,11.486,6.98,5.685,10.071,7.934,10.34,9.047,11.524,13.0,12.715,6.473,7.0539999999999985,12.14,2.0,9.752,11.745
1390,5.181,4.987,11.458,7.841,8.562999999999999,13.883,13.183,11.217,14.451,12.175,11.747,7.604,8.722000000000001,10.73,6.87,6.513,11.004,11.574000000000002,10.873,13.158,5.0680000000000005,5.648,11.188,1.0,9.723,6.89
1391,12.463,12.062,12.316,9.054,14.069,14.615,13.021,13.469,12.67,13.496,12.789,10.713,10.616,13.477,7.949,9.139,11.584,13.189,12.066,10.17,12.338,8.434,12.434,2.0,11.832,12.366
1392,11.866,14.612,16.865,7.18,13.015999999999998,16.435,14.51,12.843,14.936,13.398,13.62,11.765,10.565,10.627,10.527,10.243,9.896,13.77,14.958,9.185,16.511,10.436,12.399,0.0,12.616,12.614
1393,5.017,6.922999999999999,9.163,8.883,13.578,11.146,13.755,12.37,12.786,14.033,14.555,10.476,10.639,10.943,7.651,10.455,13.77,16.313,17.282,13.045,10.664,10.717,13.03,0.0,11.617,12.983
1394,8.939,14.903,14.546,12.907,13.848,15.152,13.388,10.752,12.173,14.140999999999998,14.6,9.818,8.237,13.076,12.171,14.433,14.138,14.769,14.154000000000002,16.082,14.156,9.461,13.118,0.0,12.998,13.955
1395,6.31,12.845999999999998,12.791,10.854,14.375,15.193,15.5,12.749,11.437,13.407,15.333,10.115,9.508,12.24,11.536,16.658,13.546,15.859000000000002,17.34,18.012999999999995,15.422,10.445,13.861,2.0,13.276,13.865
1396,6.0470000000000015,6.0470000000000015,8.083,7.232,11.143,13.019,11.303,8.499,9.07,14.251,12.864,8.953,9.803,11.234000000000002,7.975,8.587,11.715,14.31,14.113,13.225,11.82,6.915,10.653,2.0,10.298,12.743
1397,7.725,12.726,11.317,8.28,11.05,14.046,14.875,9.42,11.155,13.362,13.22,9.703,6.513,11.774,9.238,11.808,14.191,13.628,15.936,15.145,12.013,6.207999999999998,12.719,0.0,11.568,12.415
1398,12.446,9.06,16.883,8.566,15.243,16.461,16.54,11.429,16.846,14.889,14.929,11.246,8.74,13.98,9.356,11.652,13.31,13.573,14.769,13.518,12.572,11.987,13.003,0.0,13.087,13.62
1399,6.343,12.768,13.38,10.855,13.763,14.782,15.34,13.806,11.9,13.463,15.143,9.6,9.676,11.978,11.906,16.652,13.321,16.011,17.694000000000006,17.846,15.047,10.575,13.61,2.0,13.281,14.304
1400,7.559,4.9830000000000005,11.494000000000002,9.385,12.048,11.715,10.431,9.354,14.64,13.663,15.275,9.445,6.041,11.493,11.6,8.033,12.43,13.76,15.622,12.561,14.518,8.088,13.764,0.0,11.213,12.373
1401,5.2,6.215,10.373,10.08,11.601,13.55,11.611,9.873,13.886,12.645,12.986,8.524,10.879,12.889,8.004,11.259,13.140999999999998,12.711,13.035,13.653,15.265,8.824,11.747,0.0,11.215,12.615
