,FILIERE,OUTPUT,CONFIDENCE,INSERTIONSATISFACTION,RELATEDTOFIELD,CONDITIONS,SALAIRE
1604,1.0,11.936,2.0,1.0,2.0,1.0,1.0
1605,0.0,12.103,1.0,2.0,1.0,4.0,3.0
1606,0.0,12.686,2.0,3.0,1.0,2.0,2.0
1607,1.0,13.597,4.0,2.0,2.0,1.0,1.0
1608,1.0,11.834,2.0,1.0,2.0,1.0,2.0
1609,1.0,11.969,1.0,2.0,1.0,1.0,1.0
1610,2.0,13.755,1.0,1.0,4.0,2.0,2.0
1611,2.0,11.545,1.0,2.0,2.0,2.0,2.0
1612,2.0,12.174,2.0,2.0,2.0,3.0,2.0
1613,0.0,12.245,2.0,2.0,2.0,5.0,2.0
1614,0.0,12.529,2.0,1.0,2.0,3.0,2.0
1615,0.0,12.932,1.0,1.0,2.0,3.0,2.0
1616,1.0,12.485,2.0,2.0,3.0,1.0,2.0
1617,2.0,12.58,4.0,2.0,1.0,1.0,1.0
1618,0.0,13.871,2.0,1.0,2.0,1.0,3.0
1619,1.0,12.155,2.0,5.0,2.0,2.0,1.0
1620,0.0,12.916,1.0,1.0,2.0,3.0,2.0
1621,0.0,13.108,1.0,2.0,2.0,2.0,2.0
1622,2.0,10.412,2.0,2.0,3.0,2.0,1.0
1623,2.0,12.237,2.0,2.0,2.0,2.0,2.0
1624,1.0,12.055,4.0,2.0,2.0,2.0,1.0
1625,2.0,13.487,2.0,2.0,1.0,2.0,2.0
1626,0.0,11.984,2.0,3.0,2.0,1.0,1.0
1627,1.0,11.802,1.0,2.0,1.0,1.0,1.0
1628,0.0,15.035,2.0,2.0,2.0,2.0,2.0
1629,1.0,12.466,1.0,3.0,2.0,2.0,3.0
1630,2.0,8.592,5.0,2.0,1.0,4.0,2.0
1631,1.0,12.365,2.0,1.0,2.0,2.0,2.0
1632,1.0,13.378,1.0,1.0,2.0,2.0,1.0
1633,2.0,10.674,4.0,3.0,1.0,1.0,2.0
1634,2.0,11.265,4.0,3.0,2.0,1.0,2.0
1635,1.0,11.683,1.0,2.0,1.0,1.0,1.0
1636,2.0,11.835,2.0,2.0,2.0,2.0,2.0
1637,1.0,11.124,1.0,2.0,2.0,2.0,2.0
1638,1.0,11.655,1.0,1.0,2.0,1.0,2.0
1639,1.0,11.637,2.0,2.0,1.0,2.0,1.0
1640,0.0,13.178,2.0,3.0,2.0,2.0,2.0
1641,2.0,12.62,2.0,1.0,2.0,4.0,2.0
1642,0.0,12.597,2.0,3.0,2.0,1.0,1.0
1643,0.0,12.299,1.0,1.0,5.0,3.0,3.0
1644,1.0,11.463,1.0,1.0,2.0,1.0,2.0
1645,1.0,11.793,3.0,2.0,2.0,2.0,1.0
1646,0.0,13.974,1.0,5.0,5.0,2.0,2.0
1647,1.0,12.632,2.0,1.0,2.0,2.0,1.0
1648,2.0,14.556,1.0,2.0,2.0,1.0,2.0
1649,2.0,11.434,2.0,2.0,2.0,2.0,2.0
1650,2.0,12.405,4.0,5.0,4.0,4.0,4.0
1651,0.0,12.462,3.0,2.0,3.0,1.0,1.0
1652,1.0,12.818,2.0,1.0,2.0,2.0,2.0
1653,0.0,12.612,2.0,1.0,2.0,3.0,2.0
1654,1.0,9.228,2.0,1.0,2.0,5.0,2.0
1655,1.0,13.005,1.0,1.0,2.0,2.0,1.0
1656,1.0,12.291,2.0,1.0,1.0,2.0,1.0
1657,0.0,13.625,2.0,2.0,1.0,1.0,2.0
1658,2.0,12.308,2.0,1.0,2.0,2.0,3.0
1659,2.0,9.143,2.0,2.0,4.0,2.0,2.0
1660,1.0,12.909,2.0,2.0,2.0,1.0,1.0
1661,1.0,11.867,2.0,1.0,2.0,1.0,2.0
1662,2.0,11.163,2.0,1.0,5.0,1.0,1.0
1663,1.0,12.395,2.0,1.0,2.0,2.0,1.0
1664,0.0,13.232,2.0,1.0,2.0,1.0,3.0
1665,1.0,11.91,2.0,2.0,2.0,1.0,2.0
1666,1.0,12.11,2.0,1.0,2.0,2.0,2.0
1667,1.0,12.726,2.0,1.0,3.0,1.0,2.0
1668,0.0,13.089,2.0,2.0,2.0,2.0,1.0
1669,0.0,12.896,2.0,2.0,2.0,1.0,5.0
1670,0.0,12.624,2.0,2.0,1.0,1.0,3.0
1671,0.0,12.89,2.0,2.0,1.0,1.0,3.0
1672,1.0,11.552,2.0,2.0,1.0,1.0,2.0
1673,1.0,11.425,2.0,2.0,2.0,1.0,2.0
1674,1.0,12.208,2.0,2.0,3.0,1.0,2.0
1675,0.0,13.485,2.0,2.0,3.0,2.0,2.0
1676,2.0,13.927,1.0,1.0,3.0,2.0,2.0
1677,1.0,12.276,2.0,2.0,2.0,2.0,1.0
1678,2.0,12.675,2.0,1.0,2.0,4.0,3.0
1679,2.0,14.373,1.0,2.0,2.0,1.0,2.0
1680,0.0,15.238,2.0,2.0,2.0,2.0,2.0
1681,2.0,11.857,1.0,2.0,2.0,2.0,2.0
1682,0.0,15.241,2.0,1.0,1.0,2.0,3.0
1683,1.0,13.167,1.0,1.0,1.0,3.0,2.0
1684,2.0,12.299,1.0,1.0,2.0,2.0,2.0
1685,2.0,12.648,4.0,5.0,4.0,4.0,4.0
1686,1.0,14.607,1.0,2.0,2.0,3.0,5.0
1687,0.0,13.931,4.0,2.0,2.0,1.0,2.0
1688,1.0,13.529,2.0,2.0,2.0,1.0,1.0
1689,0.0,13.314,2.0,1.0,2.0,1.0,3.0
1690,2.0,11.708,2.0,1.0,1.0,3.0,2.0
1691,1.0,13.03,2.0,2.0,2.0,3.0,2.0
1692,1.0,13.844,1.0,1.0,2.0,2.0,2.0
1693,0.0,13.236,2.0,2.0,2.0,2.0,2.0
1694,0.0,12.586,2.0,2.0,2.0,5.0,2.0
1695,2.0,12.463,1.0,2.0,2.0,1.0,2.0
1696,1.0,11.582,1.0,2.0,2.0,1.0,2.0
1697,1.0,13.11,1.0,1.0,1.0,2.0,1.0
1698,1.0,11.907,2.0,1.0,2.0,1.0,2.0
1699,1.0,11.477,1.0,1.0,2.0,3.0,3.0
1700,0.0,13.602,1.0,2.0,2.0,2.0,2.0
1701,1.0,11.785,2.0,3.0,2.0,2.0,2.0
1702,1.0,12.039,2.0,2.0,2.0,1.0,2.0
1703,1.0,14.151,2.0,2.0,1.0,2.0,1.0
1704,2.0,8.333,2.0,2.0,4.0,2.0,2.0
1705,1.0,13.634,5.0,1.0,5.0,1.0,3.0
1706,1.0,12.813,2.0,2.0,2.0,3.0,2.0
1707,0.0,12.963,2.0,1.0,2.0,1.0,2.0
1708,2.0,10.133,2.0,2.0,2.0,2.0,1.0
1709,2.0,8.35,2.0,2.0,4.0,2.0,2.0
1710,0.0,12.418,2.0,1.0,2.0,3.0,2.0
1711,0.0,12.813,2.0,3.0,1.0,2.0,2.0
1712,2.0,11.147,2.0,1.0,2.0,2.0,2.0
1713,1.0,11.236,1.0,2.0,2.0,2.0,2.0
1714,2.0,12.409,1.0,4.0,3.0,1.0,2.0
1715,0.0,12.621,3.0,1.0,3.0,1.0,1.0
1716,2.0,8.354,3.0,2.0,4.0,2.0,2.0
1717,1.0,14.555,2.0,2.0,3.0,1.0,1.0
1718,1.0,11.925,2.0,1.0,2.0,1.0,2.0
1719,1.0,11.426,2.0,2.0,1.0,1.0,2.0
1720,0.0,12.856,1.0,2.0,1.0,2.0,2.0
1721,0.0,11.947,2.0,2.0,1.0,1.0,2.0
1722,0.0,14.8,1.0,2.0,2.0,2.0,5.0
1723,1.0,11.312,2.0,2.0,1.0,1.0,2.0
1724,2.0,13.651,2.0,1.0,1.0,1.0,1.0
1725,1.0,13.061,2.0,1.0,2.0,2.0,1.0
1726,1.0,12.004,2.0,1.0,2.0,2.0,2.0
1727,0.0,11.845,2.0,2.0,3.0,1.0,2.0
1728,1.0,12.201,1.0,2.0,5.0,1.0,2.0
1729,2.0,11.656,1.0,3.0,4.0,1.0,1.0
1730,1.0,12.323,2.0,2.0,3.0,1.0,2.0
1731,1.0,13.167,3.0,2.0,2.0,1.0,1.0
1732,1.0,13.708,1.0,2.0,2.0,5.0,2.0
1733,1.0,13.587,1.0,2.0,3.0,2.0,1.0
1734,1.0,9.221,2.0,1.0,1.0,2.0,2.0
1735,1.0,11.634,1.0,2.0,2.0,1.0,2.0
1736,1.0,11.079,4.0,4.0,2.0,1.0,2.0
1737,2.0,12.132,1.0,4.0,3.0,1.0,2.0
1738,2.0,11.613,4.0,3.0,2.0,1.0,2.0
1739,2.0,11.316,1.0,2.0,3.0,3.0,1.0
1740,1.0,12.733,2.0,1.0,2.0,2.0,2.0
1741,1.0,11.074,2.0,3.0,2.0,2.0,2.0
1742,1.0,13.455,1.0,2.0,2.0,5.0,2.0
1743,2.0,10.684,2.0,2.0,3.0,2.0,1.0
1744,0.0,13.662,2.0,2.0,2.0,2.0,1.0
1745,0.0,13.485,2.0,2.0,3.0,1.0,1.0
1746,1.0,14.117,1.0,2.0,2.0,2.0,2.0
1747,1.0,13.805,1.0,2.0,2.0,2.0,2.0
1748,2.0,11.239,2.0,4.0,1.0,3.0,2.0
1749,2.0,13.096,2.0,1.0,1.0,1.0,1.0
1750,0.0,14.062,1.0,5.0,5.0,2.0,2.0
1751,2.0,12.317,2.0,1.0,2.0,2.0,3.0
1752,0.0,14.976,2.0,2.0,2.0,2.0,2.0
1753,1.0,12.059,2.0,5.0,2.0,2.0,1.0
1754,2.0,10.476,1.0,2.0,2.0,3.0,2.0
1755,0.0,12.827,2.0,2.0,2.0,4.0,2.0
1756,0.0,13.579,2.0,2.0,2.0,2.0,1.0
1757,1.0,12.029,2.0,1.0,5.0,2.0,5.0
1758,0.0,14.218,4.0,2.0,2.0,1.0,2.0
1759,0.0,12.366,2.0,2.0,3.0,1.0,2.0
1760,0.0,13.129,2.0,3.0,2.0,2.0,2.0
1761,2.0,11.574,1.0,2.0,2.0,2.0,2.0
1762,1.0,13.027,1.0,2.0,2.0,5.0,2.0
1763,2.0,14.778,2.0,2.0,2.0,1.0,2.0
1764,2.0,11.468,4.0,3.0,3.0,1.0,2.0
1765,1.0,11.88,2.0,2.0,3.0,1.0,2.0
1766,1.0,11.636,3.0,2.0,2.0,2.0,3.0
1767,2.0,12.268,1.0,2.0,3.0,4.0,1.0
1768,0.0,12.359,2.0,1.0,2.0,1.0,2.0
1769,1.0,12.532,2.0,1.0,2.0,2.0,4.0
1770,0.0,13.166,3.0,1.0,3.0,1.0,1.0
1771,2.0,8.32,5.0,2.0,1.0,4.0,2.0
1772,1.0,12.717,2.0,2.0,2.0,3.0,2.0
1773,0.0,13.164,2.0,3.0,1.0,2.0,2.0
1774,1.0,13.582,1.0,1.0,2.0,1.0,1.0
1775,2.0,12.899,2.0,1.0,2.0,4.0,3.0
1776,0.0,12.478,1.0,1.0,2.0,3.0,2.0
1777,2.0,10.845,2.0,2.0,3.0,2.0,1.0
1778,2.0,10.236,2.0,2.0,3.0,2.0,1.0
1779,1.0,11.896,1.0,2.0,2.0,2.0,2.0
1780,1.0,12.355,1.0,2.0,5.0,1.0,2.0
1781,2.0,12.555,1.0,1.0,2.0,2.0,2.0
1782,0.0,15.184,2.0,2.0,2.0,2.0,2.0
1783,1.0,11.596,1.0,1.0,2.0,2.0,3.0
1784,0.0,15.283,2.0,2.0,2.0,2.0,2.0
1785,2.0,11.407,1.0,2.0,2.0,2.0,2.0
1786,2.0,11.398,2.0,2.0,3.0,3.0,1.0
1787,1.0,10.998,2.0,2.0,1.0,1.0,2.0
1788,1.0,8.715,1.0,2.0,1.0,2.0,2.0
1789,0.0,13.719,2.0,2.0,2.0,2.0,1.0
1790,2.0,14.825,2.0,2.0,2.0,1.0,2.0
1791,0.0,15.106,2.0,2.0,2.0,2.0,2.0
1792,0.0,13.302,2.0,3.0,2.0,2.0,2.0
1793,2.0,12.405,4.0,5.0,4.0,4.0,3.0
1794,1.0,11.292,4.0,4.0,2.0,1.0,2.0
1795,2.0,13.899,1.0,1.0,3.0,2.0,2.0
1796,2.0,12.351,3.0,2.0,2.0,3.0,2.0
1797,2.0,11.58,4.0,3.0,2.0,1.0,2.0
1798,1.0,12.048,1.0,3.0,1.0,1.0,1.0
1799,0.0,15.224,1.0,2.0,2.0,2.0,5.0
1800,1.0,13.779,1.0,1.0,2.0,2.0,2.0
1801,0.0,13.934,2.0,2.0,2.0,2.0,1.0
1802,1.0,12.321,2.0,2.0,2.0,2.0,4.0
1803,1.0,11.56,1.0,2.0,2.0,3.0,1.0
1804,1.0,12.367,2.0,2.0,2.0,1.0,1.0
1805,1.0,12.61,2.0,2.0,2.0,2.0,1.0
1806,1.0,14.077,1.0,2.0,2.0,2.0,2.0
1807,0.0,14.285,1.0,5.0,5.0,2.0,2.0
1808,0.0,12.844,1.0,1.0,2.0,3.0,2.0
1809,1.0,12.946,2.0,2.0,2.0,1.0,1.0
1810,1.0,11.584,1.0,1.0,2.0,1.0,2.0
1811,2.0,12.637,1.0,2.0,2.0,1.0,2.0
1812,1.0,12.066,2.0,1.0,5.0,2.0,5.0
1813,1.0,12.645,2.0,3.0,2.0,3.0,2.0
1814,2.0,12.236,4.0,2.0,1.0,1.0,1.0
1815,1.0,11.471,1.0,2.0,1.0,2.0,5.0
1816,1.0,14.406,1.0,2.0,2.0,1.0,2.0
1817,0.0,12.046,2.0,3.0,2.0,1.0,1.0
1818,0.0,12.619,2.0,1.0,2.0,1.0,2.0
1819,0.0,14.036,1.0,2.0,2.0,2.0,2.0
1820,0.0,12.532,1.0,3.0,1.0,1.0,2.0
1821,1.0,13.239,2.0,1.0,2.0,2.0,2.0
1822,0.0,13.782,1.0,2.0,2.0,2.0,3.0
1823,0.0,12.621,1.0,1.0,1.0,4.0,3.0
1824,0.0,12.267,2.0,2.0,2.0,3.0,2.0
1825,1.0,12.547,2.0,1.0,5.0,2.0,4.0
1826,0.0,12.638,1.0,2.0,1.0,2.0,2.0
1827,2.0,12.141,3.0,2.0,2.0,3.0,3.0
1828,0.0,12.218,2.0,2.0,3.0,3.0,2.0
1829,0.0,15.279,2.0,3.0,2.0,2.0,2.0
1830,2.0,14.526,2.0,2.0,2.0,1.0,2.0
1831,0.0,13.336,1.0,1.0,3.0,2.0,1.0
1832,0.0,11.752,1.0,3.0,1.0,1.0,2.0
1833,1.0,12.57,2.0,1.0,2.0,2.0,4.0
1834,0.0,12.418,2.0,2.0,2.0,2.0,2.0
1835,0.0,14.312,1.0,2.0,2.0,2.0,2.0
1836,2.0,12.51,2.0,1.0,2.0,2.0,3.0
1837,0.0,13.114,2.0,3.0,2.0,2.0,2.0
1838,0.0,13.615,1.0,2.0,2.0,2.0,3.0
1839,1.0,11.824,3.0,2.0,2.0,2.0,1.0
1840,0.0,12.814,2.0,2.0,2.0,1.0,1.0
1841,2.0,8.708,2.0,2.0,4.0,2.0,2.0
1842,0.0,11.831,1.0,3.0,1.0,1.0,2.0
1843,1.0,12.066,2.0,1.0,2.0,1.0,2.0
1844,1.0,10.985,3.0,2.0,2.0,2.0,3.0
1845,0.0,13.827,1.0,2.0,1.0,2.0,2.0
1846,2.0,11.692,1.0,1.0,2.0,2.0,1.0
1847,0.0,12.936,2.0,1.0,1.0,2.0,1.0
1848,1.0,9.124,2.0,1.0,1.0,2.0,2.0
1849,0.0,15.421,2.0,2.0,2.0,2.0,2.0
1850,0.0,13.116,2.0,2.0,2.0,2.0,2.0
1851,1.0,13.701,2.0,1.0,2.0,2.0,1.0
1852,1.0,12.639,2.0,5.0,2.0,2.0,1.0
1853,1.0,12.636,2.0,1.0,5.0,2.0,5.0
1854,1.0,11.665,4.0,4.0,1.0,1.0,2.0
1855,1.0,14.197,2.0,2.0,1.0,2.0,1.0
1856,2.0,12.005,1.0,2.0,3.0,2.0,2.0
1857,0.0,14.279,2.0,2.0,2.0,3.0,2.0
1858,1.0,10.862,2.0,3.0,2.0,2.0,2.0
1859,2.0,11.944,2.0,3.0,2.0,2.0,1.0
1860,0.0,11.782,1.0,3.0,1.0,1.0,2.0
1861,0.0,13.63,1.0,1.0,2.0,2.0,1.0
1862,0.0,12.981,2.0,2.0,2.0,4.0,2.0
1863,0.0,14.955,1.0,2.0,2.0,2.0,5.0
1864,0.0,13.32,5.0,2.0,2.0,2.0,3.0
1865,1.0,15.223,2.0,1.0,3.0,4.0,3.0
1866,0.0,13.286,2.0,2.0,1.0,1.0,2.0
1867,1.0,11.697,1.0,2.0,2.0,1.0,2.0
1868,1.0,11.335,2.0,3.0,2.0,2.0,2.0
1869,0.0,13.652,2.0,2.0,2.0,1.0,1.0
1870,1.0,8.251,1.0,2.0,1.0,2.0,2.0
1871,0.0,12.975,2.0,1.0,1.0,2.0,1.0
1872,1.0,12.46,2.0,2.0,2.0,2.0,1.0
1873,1.0,11.707,3.0,2.0,2.0,2.0,3.0
1874,0.0,13.805,1.0,2.0,2.0,2.0,3.0
1875,2.0,11.819,2.0,1.0,5.0,1.0,1.0
1876,0.0,14.401,1.0,2.0,2.0,2.0,2.0
1877,0.0,13.82,2.0,2.0,2.0,2.0,1.0
1878,0.0,12.769,1.0,2.0,1.0,4.0,3.0
1879,0.0,14.73,2.0,2.0,2.0,3.0,2.0
1880,0.0,15.409,2.0,1.0,1.0,2.0,3.0
1881,0.0,12.981,2.0,1.0,2.0,2.0,2.0
1882,0.0,12.893,2.0,2.0,2.0,4.0,2.0
1883,0.0,12.436,1.0,1.0,2.0,3.0,2.0
1884,0.0,13.34,2.0,1.0,2.0,2.0,1.0
1885,2.0,12.159,2.0,2.0,2.0,3.0,3.0
1886,0.0,12.863,2.0,1.0,1.0,2.0,1.0
1887,1.0,8.889,1.0,2.0,1.0,2.0,2.0
1888,2.0,12.008,2.0,2.0,3.0,3.0,1.0
1889,2.0,14.217,2.0,2.0,2.0,1.0,2.0
1890,2.0,11.01,2.0,4.0,1.0,2.0,2.0
1891,1.0,15.041,2.0,1.0,3.0,4.0,2.0
1892,2.0,12.092,2.0,1.0,2.0,2.0,2.0
1893,0.0,15.299,2.0,2.0,2.0,2.0,2.0
1894,1.0,13.947,1.0,2.0,2.0,2.0,2.0
1895,1.0,10.751,4.0,3.0,1.0,1.0,2.0
1896,2.0,10.473,2.0,2.0,2.0,2.0,1.0
1897,2.0,8.629,2.0,2.0,4.0,2.0,2.0
1898,1.0,8.211,1.0,2.0,1.0,2.0,2.0
1899,0.0,12.271,2.0,2.0,2.0,2.0,3.0
1900,1.0,11.386,5.0,3.0,1.0,1.0,2.0
1901,0.0,13.179,2.0,1.0,2.0,2.0,2.0
1902,0.0,14.006,2.0,2.0,2.0,2.0,1.0
1903,1.0,11.614,2.0,3.0,2.0,2.0,2.0
1904,1.0,12.564,2.0,1.0,2.0,2.0,2.0
1905,2.0,12.217,1.0,1.0,2.0,2.0,2.0
1906,0.0,12.571,2.0,1.0,1.0,2.0,1.0
1907,2.0,11.771,2.0,1.0,5.0,1.0,1.0
1908,1.0,13.195,2.0,2.0,2.0,3.0,2.0
1909,0.0,14.551,2.0,2.0,1.0,2.0,1.0
1910,2.0,11.274,2.0,4.0,1.0,2.0,2.0
1911,0.0,12.967,3.0,1.0,3.0,1.0,1.0
1912,0.0,11.867,2.0,1.0,2.0,3.0,2.0
1913,0.0,13.433,2.0,3.0,2.0,2.0,1.0
1914,0.0,13.137,1.0,2.0,1.0,2.0,2.0
1915,1.0,11.949,2.0,2.0,3.0,1.0,2.0
1916,2.0,10.801,2.0,1.0,2.0,2.0,2.0
1917,2.0,12.012,1.0,2.0,2.0,2.0,2.0
1918,0.0,14.34,1.0,5.0,5.0,2.0,2.0
1919,2.0,12.683,4.0,5.0,4.0,4.0,4.0
1920,0.0,13.263,1.0,2.0,2.0,2.0,2.0
1921,1.0,11.463,2.0,2.0,1.0,1.0,2.0
1922,2.0,11.989,1.0,3.0,4.0,1.0,1.0
1923,1.0,8.959,2.0,1.0,2.0,5.0,2.0
1924,2.0,12.269,3.0,2.0,2.0,3.0,2.0
1925,0.0,12.706,1.0,2.0,1.0,2.0,2.0
1926,0.0,13.626,2.0,3.0,2.0,2.0,1.0
1927,0.0,15.424,1.0,2.0,2.0,2.0,5.0
1928,1.0,11.341,1.0,1.0,2.0,1.0,2.0
1929,0.0,12.64,1.0,1.0,2.0,3.0,2.0
1930,0.0,11.728,1.0,3.0,1.0,1.0,2.0
1931,1.0,13.051,3.0,2.0,2.0,3.0,2.0
1932,0.0,13.801,2.0,2.0,2.0,2.0,1.0
1933,2.0,12.927,2.0,1.0,1.0,1.0,1.0
1934,1.0,14.142,2.0,2.0,1.0,2.0,1.0
1935,0.0,13.944,1.0,2.0,2.0,2.0,3.0
1936,1.0,14.497,2.0,1.0,1.0,2.0,1.0
1937,2.0,14.603,1.0,2.0,2.0,1.0,2.0
1938,2.0,11.213,1.0,2.0,2.0,3.0,2.0
1939,0.0,13.27,2.0,2.0,1.0,1.0,2.0
1940,2.0,11.502,2.0,1.0,1.0,2.0,2.0
1941,2.0,12.87,1.0,3.0,3.0,1.0,2.0
1942,0.0,12.503,2.0,2.0,1.0,1.0,3.0
1943,1.0,11.681,3.0,2.0,2.0,1.0,2.0
1944,0.0,14.28,1.0,5.0,5.0,2.0,2.0
1945,2.0,11.819,3.0,2.0,2.0,3.0,2.0
1946,0.0,13.575,2.0,2.0,2.0,2.0,2.0
1947,0.0,12.046,2.0,2.0,3.0,1.0,2.0
1948,0.0,13.404,2.0,1.0,2.0,1.0,3.0
1949,0.0,12.937,1.0,1.0,2.0,3.0,2.0
1950,2.0,10.931,2.0,4.0,1.0,2.0,2.0
1951,0.0,13.948,1.0,2.0,2.0,2.0,2.0
1952,0.0,13.338,2.0,2.0,1.0,1.0,2.0
1953,2.0,11.727,1.0,2.0,1.0,1.0,1.0
1954,0.0,13.517,2.0,3.0,1.0,2.0,2.0
1955,0.0,12.792,1.0,2.0,2.0,4.0,2.0
1956,0.0,12.607,1.0,1.0,2.0,3.0,2.0
1957,1.0,11.652,2.0,1.0,2.0,2.0,2.0
1958,1.0,13.165,2.0,1.0,2.0,2.0,2.0
1959,1.0,12.986,2.0,2.0,2.0,1.0,1.0
1960,2.0,11.908,2.0,1.0,5.0,1.0,1.0
1961,0.0,13.317,2.0,2.0,2.0,2.0,1.0
1962,0.0,12.067,2.0,3.0,2.0,3.0,2.0
1963,0.0,14.231,1.0,5.0,5.0,3.0,2.0
1964,0.0,15.053,1.0,2.0,2.0,2.0,5.0
1965,2.0,12.322,2.0,2.0,2.0,3.0,2.0
1966,0.0,13.378,2.0,1.0,2.0,1.0,5.0
1967,1.0,7.585,2.0,1.0,2.0,2.0,1.0
1968,2.0,12.62,4.0,5.0,4.0,4.0,4.0
1969,0.0,13.98,2.0,2.0,2.0,2.0,1.0
1970,0.0,11.676,1.0,3.0,1.0,1.0,2.0
1971,0.0,15.045,1.0,2.0,2.0,2.0,5.0
1972,1.0,11.878,2.0,5.0,2.0,2.0,1.0
1973,2.0,11.867,1.0,1.0,2.0,2.0,2.0
1974,0.0,13.373,2.0,2.0,2.0,3.0,2.0
1975,2.0,12.535,2.0,1.0,2.0,2.0,3.0
1976,0.0,12.071,1.0,2.0,1.0,4.0,3.0
1977,1.0,13.432,1.0,1.0,2.0,2.0,2.0
1978,1.0,13.451,1.0,1.0,2.0,2.0,1.0
1979,2.0,11.742,2.0,2.0,2.0,2.0,2.0
1980,0.0,13.674,2.0,3.0,2.0,2.0,1.0
1981,1.0,14.714,2.0,2.0,3.0,1.0,1.0
1982,0.0,13.092,1.0,2.0,1.0,2.0,2.0
1983,0.0,10.766,4.0,4.0,2.0,1.0,2.0
1984,1.0,12.21,2.0,2.0,2.0,2.0,1.0
1985,2.0,11.68,2.0,2.0,1.0,3.0,2.0
1986,0.0,12.398,2.0,2.0,2.0,3.0,2.0
1987,0.0,12.815,2.0,2.0,2.0,4.0,2.0
1988,0.0,14.069,2.0,2.0,2.0,1.0,1.0
1989,1.0,12.023,3.0,2.0,2.0,2.0,1.0
1990,1.0,13.542,1.0,2.0,2.0,2.0,2.0
1991,0.0,12.899,2.0,2.0,2.0,2.0,2.0
1992,2.0,11.425,2.0,1.0,5.0,1.0,1.0
1993,1.0,12.337,2.0,5.0,2.0,2.0,1.0
1994,2.0,11.213,2.0,4.0,1.0,2.0,2.0
1995,1.0,11.875,2.0,1.0,2.0,2.0,2.0
1996,1.0,13.035,2.0,1.0,1.0,2.0,2.0
1997,2.0,11.173,2.0,1.0,1.0,3.0,2.0
1998,2.0,13.122,2.0,1.0,1.0,1.0,1.0
1999,2.0,12.013,4.0,5.0,4.0,4.0,4.0
2000,0.0,13.249,2.0,2.0,2.0,1.0,1.0
2001,0.0,13.709,2.0,2.0,2.0,2.0,2.0
2002,0.0,13.59,2.0,1.0,2.0,1.0,4.0
2003,1.0,15.133,2.0,1.0,3.0,4.0,2.0
2004,0.0,13.852,2.0,2.0,2.0,2.0,3.0
2005,2.0,14.11,1.0,2.0,2.0,1.0,2.0
2006,2.0,10.686,2.0,2.0,3.0,2.0,1.0
2007,0.0,13.298,4.0,2.0,2.0,1.0,2.0
2008,2.0,12.074,1.0,2.0,1.0,2.0,1.0
2009,1.0,11.888,2.0,1.0,2.0,2.0,1.0
2010,1.0,14.511,2.0,2.0,2.0,1.0,2.0
2011,0.0,12.727,1.0,3.0,2.0,2.0,3.0
2012,2.0,9.836,2.0,2.0,2.0,2.0,1.0
2013,0.0,12.893,2.0,2.0,2.0,5.0,2.0
2014,0.0,15.706,2.0,2.0,1.0,2.0,2.0
2015,1.0,11.536,1.0,2.0,2.0,1.0,2.0
2016,1.0,14.382,2.0,2.0,3.0,1.0,1.0
2017,2.0,11.962,1.0,3.0,4.0,1.0,1.0
2018,1.0,10.973,1.0,1.0,3.0,2.0,3.0
2019,1.0,11.937,2.0,1.0,2.0,2.0,2.0
2020,0.0,13.516,2.0,2.0,3.0,2.0,2.0
2021,0.0,12.26,1.0,2.0,1.0,4.0,3.0
2022,1.0,12.194,2.0,1.0,2.0,1.0,1.0
2023,2.0,14.532,2.0,2.0,2.0,1.0,2.0
2024,1.0,10.721,4.0,3.0,1.0,1.0,2.0
2025,1.0,12.069,2.0,2.0,2.0,1.0,2.0
2026,1.0,13.054,2.0,1.0,2.0,2.0,2.0
2027,1.0,11.54,2.0,1.0,2.0,2.0,2.0
2028,2.0,11.659,2.0,2.0,1.0,3.0,2.0
2029,2.0,11.755,2.0,2.0,3.0,3.0,1.0
2030,0.0,12.199,2.0,3.0,2.0,1.0,1.0
2031,1.0,12.209,2.0,2.0,2.0,1.0,2.0
2032,0.0,14.308,1.0,5.0,5.0,2.0,2.0
2033,2.0,12.087,1.0,2.0,3.0,3.0,2.0
2034,1.0,12.465,2.0,1.0,2.0,2.0,4.0
2035,0.0,11.86,2.0,2.0,3.0,1.0,2.0
2036,0.0,13.311,4.0,2.0,2.0,1.0,2.0
2037,0.0,12.2,2.0,2.0,2.0,2.0,2.0
2038,2.0,11.421,2.0,2.0,1.0,3.0,2.0
2039,1.0,13.102,2.0,2.0,2.0,1.0,1.0
2040,1.0,11.401,1.0,2.0,1.0,2.0,5.0
2041,2.0,11.68,2.0,1.0,1.0,3.0,2.0
2042,2.0,11.373,2.0,2.0,1.0,3.0,2.0
2043,1.0,11.469,1.0,1.0,2.0,1.0,2.0
2044,1.0,11.064,4.0,4.0,2.0,1.0,2.0
2045,2.0,14.017,1.0,1.0,3.0,2.0,2.0
2046,2.0,12.281,2.0,1.0,2.0,2.0,3.0
2047,2.0,12.691,2.0,1.0,2.0,2.0,3.0
2048,1.0,13.078,2.0,3.0,1.0,3.0,2.0
2049,2.0,12.035,2.0,2.0,2.0,2.0,1.0
2050,1.0,13.35,1.0,1.0,2.0,2.0,1.0
2051,2.0,10.875,1.0,2.0,2.0,3.0,2.0
2052,2.0,11.941,2.0,2.0,2.0,3.0,2.0
