,ANALYSE 1,ANALYSE 2,ALGEBRE 2,PROCE FABRIC/DESSIN TECHN,ANALYSE DES CIRCUI /OPTIQ,ALGEBRE 1,CHIMIE,ELECTRICITE,THERMODYNAMIQUE,LANGUES,TECHNI D'EXPRESS & COMMU1,Mécanique du point,ELECTROMAGNETISME,ELECTRONIQUE,ANALYS NUMER /PROB & STAT,ALGORITHMIQUE & PROGRAMMA,BASE DE LA CONCEPTION,TECHNO/METALL ET THERMO,TECHNI DOC /PROD DOC/ENTR,DAO ET OUTILS DE MATLAB,ALGEBRE 3,MECANIQUE DU SOLIDE,TECHN D'EXPRE ET DE COMM,MOYENNE
2585,7.0489999999999995,8.77,10.342,8.647,11.204,13.155,12.437999999999999,10.366,11.344000000000001,12.720999999999998,12.135,9.482999999999999,8.911,11.306,8.662,8.099,10.314,13.203,14.65,12.640999999999998,9.994,5.016,12.460999999999999,10.561
2595,5.2170000000000005,11.54,11.269,8.526,12.046,5.63,10.302,6.489,4.996,13.374,10.415999999999999,7.606,8.68,12.665,14.308,12.285,11.394,14.459000000000001,13.552,14.482999999999999,12.460999999999999,8.985,10.562000000000001,10.489
2598,12.262,11.243,12.203,8.922,14.052,14.939,12.702,13.479000000000001,12.067,13.259,12.34,11.005999999999998,10.283,13.28,8.192,9.113,11.564,13.682,12.36,10.205,12.071,8.618,12.790999999999999,11.767000000000001
2599,5.305,11.883,10.856,8.607999999999999,12.175999999999998,5.715,10.331,6.813,4.793,13.219000000000001,10.439,7.507000000000001,8.923,12.597999999999999,13.572000000000001,12.125,11.297,13.504000000000001,13.710999999999999,14.868,12.155999999999999,9.071,10.946,10.453
2601,9.329,8.847999999999999,11.450999999999999,8.625,12.989,11.98,8.263,10.995999999999999,12.24,12.889000000000001,12.179,9.218,7.291,9.708,10.357999999999999,7.407,12.725,12.026,14.482000000000001,9.366,11.440999999999999,6.752000000000001,11.982999999999999,10.545
2603,10.567,13.04,16.009,10.562000000000001,15.702,15.52,16.503,12.415,17.14,14.207,14.182,11.94,10.509,13.177999999999999,13.536,9.486,12.567,16.449,14.132,11.787,18.709,5.504,12.786,13.323
2605,9.62,8.129,5.0760000000000005,7.212000000000001,9.511000000000001,10.331,10.849,11.45,9.5,13.45,12.690999999999999,8.363999999999999,9.972999999999999,9.594,8.531,11.037,13.998,15.837,14.245999999999999,13.534,11.85,6.977,12.525,10.620999999999999
2609,10.488,12.890999999999998,15.738,11.061,15.74,15.700999999999999,16.314,12.344000000000001,16.789,14.357000000000001,13.962,11.685,10.829,13.095,13.767000000000001,8.923,11.91,16.660999999999998,14.584000000000001,11.955,18.63,6.115,13.193,13.335999999999999
2610,6.212999999999999,6.595,8.44,8.742,10.779000000000002,13.272,11.219000000000001,10.302999999999999,8.016,12.245,10.675999999999998,4.658,9.165,8.007,7.267,6.8229999999999995,10.994000000000002,12.405999999999999,10.522,15.283,10.388,5.2379999999999995,9.712,9.433
2612,8.751,5.281000000000001,7.9639999999999995,7.768,12.354000000000001,12.215,11.815999999999999,11.356,12.683,13.145,12.335,10.075,8.376,9.043,10.55,9.67,10.503,13.397,11.739,14.245,14.618,7.186,11.245,10.709000000000001
2615,7.976,5.269,8.838,7.6979999999999995,10.149,11.933,8.704,10.745,9.816,11.682,10.904000000000002,8.498,11.252,10.095,6.912999999999999,6.79,11.077,12.604000000000001,11.527000000000001,9.664,10.728,5.2620000000000005,11.732000000000001,9.559
2618,4.72,11.559000000000001,10.503,8.832,11.978,5.952999999999999,9.862,6.901,5.016,12.99,10.345999999999998,7.3629999999999995,9.005,12.515999999999998,14.025,11.860999999999999,11.257,13.834000000000001,13.095,14.28,11.98,8.946,11.232999999999999,10.35
2619,8.499,5.013,8.165,7.645,12.517000000000001,11.539000000000001,12.263,11.069,12.134,13.186,12.368,10.162,8.389,8.862,10.512,9.762,10.595,12.872,11.872,14.002,14.392999999999999,6.696000000000001,12.14,10.637
2621,5.002,11.839,10.146,8.366,11.802999999999999,5.572,9.947000000000001,6.972,4.565,13.036,9.818,7.676,8.613,12.765999999999998,13.194,11.59,11.583,14.35,13.162,13.972000000000001,11.693,9.068,10.550999999999998,10.23
2624,13.3,8.147,5.534,7.943,11.02,15.974,12.671,12.505999999999998,14.082,14.18,12.8,7.484,8.783,10.174,8.362,6.938,9.578,11.565,11.375,11.267000000000001,9.329,5.02,11.534,10.415999999999999
2634,5.303,6.027,10.25,10.094,10.517999999999999,10.527999999999999,12.106,11.562000000000001,8.326,13.174000000000001,12.503,8.627,10.375,12.048,8.539,11.504000000000001,11.800999999999998,14.395999999999999,15.357999999999999,12.772,11.335999999999999,7.5520000000000005,11.83,10.719000000000001
2636,4.96,6.232,10.221,10.372,10.270999999999999,10.597999999999999,12.354000000000001,11.617,8.843,13.027999999999999,12.633,8.724,10.524000000000001,11.637,9.231,12.152000000000001,11.519,14.487,15.392000000000001,13.255,11.047,7.88,12.735,10.857000000000001
2638,4.851,8.861,12.353,7.255,12.220999999999998,12.815999999999999,11.097999999999999,9.201,11.261,12.913,11.579,10.413,10.095,11.365,10.33,10.455,11.054,12.933,14.617,11.079,10.692,5.678,11.037,10.616
2642,13.584000000000001,13.324000000000002,9.823,6.6770000000000005,10.511,11.542,10.49,10.960999999999999,8.61,11.5,9.476,8.546,5.749,7.132999999999999,10.074,10.353,9.434,12.002,12.054,13.218,10.95,5.205,6.4879999999999995,9.9
2645,4.985,10.12,11.046,8.83,13.655,16.449,12.618,13.499,13.707,13.234000000000002,14.08,8.39,7.023,13.273,10.334000000000001,12.382,11.024000000000001,14.665999999999999,15.683,14.295,13.289000000000001,6.992999999999999,13.137,11.857000000000001
2655,12.335,11.378,12.472999999999999,8.828,13.982999999999999,14.592,13.374,13.088,12.575999999999999,13.629000000000001,12.155,11.200999999999999,10.759,13.175999999999998,8.11,9.44,11.604000000000001,13.296,12.177999999999999,9.961,12.568,8.187000000000001,12.950999999999999,11.819
2659,7.792000000000001,10.479000000000001,12.26,9.785,12.275,16.66,13.074000000000002,10.478,8.091000000000001,13.48,12.52,9.401,6.794,11.103,10.408,9.09,11.710999999999999,13.661,13.446,10.470999999999998,13.052,7.457999999999999,10.683,11.050999999999998
2660,6.109,7.797000000000001,9.971,8.456,10.468,8.751,9.45,9.084,7.76,13.032,12.812999999999999,7.761,10.722999999999999,9.932,6.982,6.461,10.79,11.120999999999999,10.665999999999999,10.234,10.464,5.352,12.38,9.416
2672,6.527,8.976,10.585999999999999,8.804,11.120999999999999,13.364,12.349,10.395999999999999,11.341,12.800999999999998,11.686,9.123,8.594,11.292,8.228,8.365,10.455,13.136,14.657,13.155,10.189,5.156000000000001,11.613,10.517999999999999
2674,9.253,8.322000000000001,11.695,7.984,12.956,12.109000000000002,8.549,11.195,12.390999999999998,12.339,12.53,9.482000000000001,7.702000000000001,10.448,9.699,7.96,12.578,12.133,14.35,9.395,11.663,6.667000000000001,12.807,10.618
2676,6.2989999999999995,7.795,5.513999999999999,9.091000000000001,12.193,14.465,10.437999999999999,11.913,10.431,13.154000000000002,12.205,8.641,8.42,9.759,9.509,7.928999999999999,10.353,13.383,11.662,9.545,8.986,7.263,12.675,10.071
2677,5.109,5.044,8.856,6.757000000000001,9.686,11.342,10.193999999999999,11.806,8.793,13.817,13.909,7.872000000000001,5.89,8.37,5.4910000000000005,8.177,10.988,11.579,13.577,7.035,8.66,5.707000000000001,12.855,9.196
2681,6.657,12.957,13.199000000000002,10.179,13.905,15.287,15.413,13.588,12.002,13.693,15.105,9.749,9.998,12.045,11.761,16.89,13.546,15.392000000000001,17.641,18.297,14.992,10.5,13.825,13.331
2686,6.022,7.44,5.212999999999999,8.615,11.970999999999998,14.382,10.757,11.624,10.530999999999999,12.850999999999999,11.97,9.085,8.965,9.501,9.241,7.81,10.104,13.647,12.192,9.806000000000001,9.42,6.997999999999999,12.26,10.017999999999999
2691,9.12,8.11,9.783999999999999,8.939,11.604000000000001,10.398,12.442,11.498,13.969000000000001,11.538,12.857999999999999,6.456,6.436,10.504000000000001,11.517999999999999,10.515999999999998,12.732000000000001,11.083,13.52,11.66,9.651,6.12,11.901,10.537
2692,4.835,10.642000000000001,10.800999999999998,8.0,10.412,13.917,10.235,9.968,9.029,12.922,11.977,7.357,6.957000000000001,11.200999999999999,8.1,9.152999999999999,10.312999999999999,14.273,13.138,10.199,12.035,5.81,12.147,10.149
2693,10.404000000000002,9.283,13.745999999999999,6.045,11.948,10.719000000000001,12.404000000000002,12.874,16.574,11.440999999999999,9.274,10.763,11.225999999999999,11.475999999999999,7.282,5.297000000000001,13.388,11.839,8.578,8.656,11.902000000000001,7.1,8.342,10.459000000000001
2696,9.655,7.987,5.334,7.727,9.357999999999999,10.434000000000001,10.984000000000002,12.535,9.583,13.105,12.350999999999999,7.88,9.613,9.607999999999999,7.852,11.069,14.32,15.647,13.935,14.273,12.755,6.55,12.009,10.633
2698,6.473,7.5360000000000005,9.94,8.541,9.767000000000001,9.33,9.119,9.311,7.651,13.095,12.415,7.675,10.603,10.503,7.645,6.352,10.432,11.539000000000001,10.955,10.640999999999998,10.755999999999998,5.547000000000001,12.582,9.496
2699,5.7410000000000005,4.609,8.225,7.141,9.152999999999999,11.258,10.009,11.456,9.342,13.774000000000001,14.479000000000001,7.811,5.519,8.002,5.272,8.902999999999999,10.624,11.852,13.744000000000002,7.097,8.621,5.854,12.880999999999998,9.19
2703,7.441,5.388999999999999,9.706,11.11,12.892999999999999,14.467,13.015999999999998,11.245,14.177999999999999,14.620999999999999,15.503,10.283,10.944,11.867,11.950999999999999,13.257,13.077,14.652999999999999,16.754,11.614,13.446,9.141,13.323,12.169
2704,12.868,8.461,5.601,8.099,11.277000000000001,15.965,12.161,12.739,14.591,13.884,12.959000000000001,7.814,8.773,10.315999999999999,8.209,6.417999999999999,10.325,11.495999999999999,11.934000000000001,11.552,9.318999999999999,4.831,11.382,10.477
2709,8.954,5.899,9.85,10.785,8.875,11.277999999999999,9.948,12.065,7.688,12.242,12.853,9.03,8.085,10.275,8.954,10.387,8.932,13.511,11.245,13.012,8.601,3.872,13.527999999999999,9.994
2711,6.136,9.189,5.114,11.324000000000002,11.113,12.637,8.693,8.252,6.47,14.183,12.19,9.797,9.539,13.085999999999999,9.999,8.75,14.03,12.491,14.495,11.515999999999998,6.13,7.312,13.886,10.275
2717,6.5360000000000005,5.9910000000000005,8.353,7.185,11.062999999999999,13.765,11.187000000000001,8.45,9.228,14.738,12.892000000000001,9.105,9.684,11.142000000000001,7.869,8.449,11.039000000000001,14.222999999999999,13.8,13.365,12.668,7.291,11.107999999999999,10.397
2718,9.112,8.527999999999999,13.417,8.169,12.612,13.376,13.213,11.142000000000001,11.315999999999999,12.99,12.849,7.6,9.4,13.354000000000001,10.46,9.387,12.196,13.325,13.904000000000002,10.821,13.015,6.178,12.452,11.253
2720,5.974,8.648,4.625,11.41,11.061,13.368,8.205,8.314,6.622999999999999,14.199000000000002,12.763,9.585,9.763,12.552,9.445,8.833,13.931,12.632,14.534,10.985999999999999,6.526,7.945,13.376,10.23
2722,5.479,11.434000000000001,10.280999999999999,8.411,11.94,5.5520000000000005,10.087,7.627999999999999,4.7330000000000005,13.395,10.565999999999999,7.284,9.032,12.745999999999999,13.777000000000001,12.001,11.149000000000001,14.001,13.65,14.562000000000001,12.192,9.014,10.302,10.401
2724,6.183,7.321000000000001,5.215,8.032,12.234000000000002,14.392000000000001,10.25,12.013,10.802999999999999,12.908,11.625,9.446,9.001,9.551,9.354,8.269,10.238,13.669,11.944,9.551,9.06,7.247999999999999,12.720999999999998,10.045
2726,4.849,9.095,11.94,7.943,12.375,12.552999999999999,11.225999999999999,8.759,11.039000000000001,12.793,11.970999999999998,9.88,10.081,11.103,10.235,10.274000000000001,11.027999999999999,12.978,14.869000000000002,10.77,10.52,5.249,11.777000000000001,10.579
2727,9.341000000000001,7.666,8.999,10.784,12.607999999999999,17.432000000000002,12.218,12.779000000000002,13.777999999999999,13.235999999999999,12.497,11.503,9.014,10.607000000000001,10.165,11.274000000000001,11.355,16.065,12.626,16.381,14.744000000000002,8.484,13.322000000000001,12.038
2728,6.093,8.787,4.995,10.972999999999999,10.875,13.050999999999998,8.383,8.62,6.767,14.064,12.505,9.597000000000001,9.407,13.152000000000001,9.883,9.344,13.963,12.696,14.662,11.274000000000001,6.497999999999999,7.236000000000001,13.799000000000001,10.288
2729,7.664,6.973,11.357999999999999,6.73,12.523,10.879000000000001,8.291,10.697000000000001,9.652000000000001,13.484000000000002,11.405,10.347000000000001,8.639,10.357000000000001,8.629,9.811,9.919,12.172,13.237,8.632,10.298,5.784,11.668,9.963
2742,6.614,8.818999999999999,10.542,9.03,11.1,13.289000000000001,12.839,10.13,11.609000000000002,12.315,11.870999999999999,9.112,8.732000000000001,11.345999999999998,7.821000000000001,8.408999999999999,10.547,13.212,14.468,13.072000000000001,10.213,5.1,11.987,10.529000000000002
2748,14.383,13.113,9.354,6.702000000000001,10.312000000000001,11.573,11.152999999999999,10.825999999999999,8.533,11.325,9.963,8.743,5.5889999999999995,7.156000000000001,10.605,10.257,9.649,11.747,12.418,13.72,11.186,5.513999999999999,6.482,10.013
2750,6.119,4.942,10.927,11.561,13.18,13.350999999999999,12.279000000000002,11.075999999999999,12.762,13.494000000000002,13.978,7.907,7.656000000000001,12.106,8.715,10.512,13.297,15.193,13.679,12.529000000000002,10.392999999999999,7.374,13.502,11.154000000000002
2751,6.058,6.596,8.475,8.891,10.187999999999999,13.585999999999999,11.855,10.274000000000001,8.055,12.638,10.231,4.433,9.103,8.873,7.144,6.447,11.459000000000001,12.059000000000001,10.493,15.106,10.126,5.062,9.539,9.421
2756,9.288,8.904,11.552,8.487,12.839,12.179,8.462,11.632,12.501,13.014000000000001,12.377,9.645,7.357,10.105,10.249,7.917000000000001,12.956,12.214,14.32,9.33,11.805,7.041,12.355,10.719000000000001
2759,8.635,8.295,13.114,8.035,13.036,14.012,12.927,11.328,11.185,12.642000000000001,12.084000000000001,7.544,8.919,13.337,10.839,9.918,12.369000000000002,13.413,14.075999999999999,10.925,12.870999999999999,5.662000000000001,12.296,11.194
2760,13.565,8.033999999999999,5.435,7.757000000000001,10.785,16.504,12.152000000000001,12.338,14.34,13.613,13.224,7.647,8.88,10.054,8.466000000000001,6.2410000000000005,10.392000000000001,11.689,11.877,11.534,9.187999999999999,5.126,11.6,10.454
2761,7.896,5.407,8.752,10.345999999999998,9.91,9.335,6.422999999999999,8.885,7.284,12.724,12.317,5.931,7.047999999999999,12.447000000000001,7.504,9.897,10.603,11.852,14.18,11.288,6.45,5.438,9.801,9.205
2763,7.965,10.151,12.215,9.588,12.402000000000001,16.392,12.594000000000001,10.373,7.733,13.727,12.417,9.896,6.527,11.020999999999999,10.776,8.641,11.894,13.911,13.61,10.285,12.892999999999999,7.48,10.48,10.999
2764,9.736,9.532,13.600999999999999,6.545,11.981,10.524000000000001,12.315,13.106,16.201,11.76,9.275,10.912,10.208,11.815,7.47,4.8260000000000005,13.765999999999998,12.24,8.761000000000001,8.982000000000001,11.812000000000001,6.61,8.089,10.437999999999999
2765,5.0969999999999995,6.622999999999999,10.325999999999999,10.649000000000001,10.869000000000002,10.558,12.16,11.405,8.586,13.2,12.977,8.482000000000001,10.567,11.489,8.796,12.05,11.452,14.465,15.179,13.034,11.318,7.516,12.52,10.84
2767,8.094,9.73,5.638999999999999,12.71,10.004,8.603,10.015,13.212,9.804,14.773,14.657,8.96,10.467,11.055,9.558,7.859,11.165,14.72,12.335999999999999,12.222000000000001,12.075,8.182,13.879000000000001,10.857000000000001
2775,7.731,6.665,9.269,9.636000000000001,10.446,11.19,13.675,8.956,14.392000000000001,11.322000000000001,13.259,8.164,8.601,9.605,9.399,10.870999999999999,11.104000000000001,13.634,13.357999999999999,14.093,7.649,6.5920000000000005,11.182,10.469000000000001
2777,6.852,8.544,10.853,9.039,10.627,13.422,12.158,9.591000000000001,11.262,13.32,11.909,9.071,8.763,11.102,8.15,8.737,10.139,13.194,14.238,12.847999999999999,10.225,4.624,11.91,10.46
2780,7.827999999999999,7.041,9.533999999999999,9.229,10.970999999999998,10.855,13.606,8.825,14.915,11.565,13.387,7.997999999999999,8.581,9.658,9.615,10.720999999999998,11.302,14.338,13.085999999999999,14.124,7.934,6.5760000000000005,11.847000000000001,10.588
2782,7.478,6.831,9.402999999999999,9.645,10.817,10.582,14.072000000000001,8.658999999999999,14.69,11.209000000000001,13.315999999999999,8.305,9.145,9.827,9.384,10.540999999999999,11.662,13.75,13.522,13.915999999999999,8.272,6.524,11.974,10.588
2783,5.301,6.428,10.445,10.345999999999998,10.843,10.787,12.364,11.045,9.129,12.808,12.425999999999998,9.092,10.600999999999999,11.85,8.167,11.66,11.724,14.26,14.907,13.175,11.504000000000001,7.761,12.549000000000001,10.834000000000001
2786,8.353,4.917,7.999,7.305,10.279000000000002,11.782,8.405,10.457,10.199,11.447000000000001,11.718,8.789,10.532,9.972000000000001,6.3389999999999995,6.653,10.909,13.057,11.280999999999999,9.677999999999999,10.627,4.871,11.734000000000002,9.448
2794,10.181000000000001,13.395999999999999,16.371,10.640999999999998,16.015,15.687999999999999,16.093,12.682,16.707,14.728,13.69,11.877,10.716,13.295,13.475,9.593,11.981,16.599,14.685,12.034,19.229,6.234,12.347999999999999,13.402999999999999
2799,5.394,6.94,10.345,9.427,11.638,11.814,7.746,9.915,7.122999999999999,13.052,12.421,7.403,10.238999999999999,11.084000000000001,7.891,8.395,10.05,10.911,14.635,13.829,8.763,6.151,13.097999999999999,9.925
2803,7.287999999999999,5.13,9.269,10.777999999999999,13.304,14.817,12.994000000000002,11.8,13.923,14.276,15.134,10.475,10.835999999999999,11.817,12.181,12.950999999999999,13.1,14.546,16.267,11.822000000000001,13.398,9.286,13.875,12.142000000000001
2806,5.234,13.494000000000002,13.204,13.154000000000002,11.537,5.504,5.83,7.693,7.62,11.077,12.911,8.338,9.488999999999999,9.533999999999999,12.548,17.338,11.539000000000001,13.665999999999999,12.363,13.187999999999999,8.286,6.9270000000000005,12.511,10.565
2812,4.9030000000000005,7.371,6.5489999999999995,7.4670000000000005,10.98,6.416,10.171,11.120999999999999,6.539,13.527999999999999,13.609000000000002,7.199,9.811,10.454,7.831,7.735,10.151,14.894,13.98,13.915999999999999,7.591,5.495,13.720999999999998,9.627
2817,5.093999999999999,10.6,11.296,8.812000000000001,13.591,15.832,12.690999999999999,13.739,13.774000000000001,13.235999999999999,14.469000000000001,8.844,7.0489999999999995,13.432,10.387,12.902000000000001,11.203,14.107000000000001,15.606,14.325,12.885,6.935,13.16,11.912
2818,6.028,4.696000000000001,10.255999999999998,11.302999999999999,12.885,13.194,12.917,11.075999999999999,13.388,13.169,14.314,7.787999999999999,7.735,11.565,9.077,10.01,13.024000000000001,15.378,13.640999999999998,12.935,9.785,6.99,12.862,11.044
2821,12.512,11.698,12.094000000000001,9.286,14.392000000000001,14.659,13.052,12.934000000000001,12.177,12.681,12.165,10.713,10.18,13.235,8.616,9.335,11.540999999999999,13.511,12.344000000000001,9.877,12.03,9.152999999999999,12.76,11.78
2829,10.109,13.526,15.623,10.405999999999999,15.78,15.46,15.802999999999999,12.62,16.921,14.324000000000002,14.147,11.539000000000001,11.083,13.139000000000001,13.762,9.658999999999999,12.552999999999999,16.611,14.023,11.525,18.910999999999998,5.684,12.690999999999999,13.3
2830,7.678,9.666,4.916,12.835,9.677,8.536,10.669,13.261,10.199,14.537,14.36,8.023,10.491,10.918,10.127,7.518,10.945,14.431,12.388,12.55,11.957,8.384,14.047,10.788
2835,6.321000000000001,13.296,12.562999999999999,10.684000000000001,14.039000000000001,15.469000000000001,16.053,13.978,11.977,13.286,14.775,9.899,9.648,12.36,11.777999999999999,16.792,13.309000000000001,15.642999999999999,17.618,18.455,15.017999999999999,10.434000000000001,13.372,13.338
2841,6.435,8.724,4.801,11.311,10.943,12.715,8.543,8.783,6.742999999999999,14.2,13.099,9.871,9.24,12.972000000000001,9.556000000000001,9.41,13.984000000000002,12.485,14.5,11.075,6.212000000000001,7.346,13.992,10.302
2842,9.579,7.914,10.517999999999999,9.383,11.335999999999999,10.498,12.219000000000001,11.373,13.812999999999999,11.779000000000002,13.004000000000001,6.8,6.447,10.493,11.56,10.235,12.107999999999999,11.277000000000001,13.163,12.179,9.61,6.4270000000000005,11.845999999999998,10.59
2843,6.147,6.553999999999999,7.915,8.857000000000001,10.991,12.89,11.347999999999999,10.096,7.899,12.198,10.106,4.753,9.33,8.423,7.696000000000001,6.63,11.231,12.616,10.867,14.789000000000001,9.957,5.272,9.791,9.407
2847,10.055,7.718,9.032,10.698,13.165,17.408,12.347999999999999,12.818,13.235999999999999,13.575,12.975,10.993,9.522,10.664000000000001,10.307,12.114,11.244000000000002,15.969000000000001,12.331,15.610999999999999,14.850999999999999,8.59,13.511,12.119000000000002
2850,10.221,13.388,15.812000000000001,10.63,15.852,15.573,15.995999999999999,12.331,16.968,14.773,13.595,11.797,11.011,13.452,13.418,9.709,12.47,17.254,14.328,11.489,18.609,5.836,13.025,13.370999999999999
2857,9.192,8.217,13.144,8.575,12.257,13.96,12.788,11.339,11.165,13.116,12.242,7.196000000000001,9.296,13.165999999999999,10.722000000000001,9.565,11.886,13.367,14.129000000000001,10.571,12.395999999999999,6.131,11.974,11.148
2860,4.813,6.898,6.156000000000001,7.106,11.362,6.553,9.719,10.865,6.125,13.759,13.460999999999999,6.733,9.939,10.107999999999999,7.949,7.705,9.687999999999999,15.219000000000001,14.025,13.946,7.369,4.98,13.812000000000001,9.491
2861,9.293,8.952,11.626,8.218,13.008,11.901,9.127,11.142999999999999,12.274000000000001,12.959000000000001,12.171,9.133,7.702999999999999,9.99,10.312000000000001,7.597,12.735,12.181,14.537,9.25,11.304,6.401,11.981,10.6
2863,8.89,8.068,13.380999999999998,8.615,12.573,13.546,12.585999999999999,11.665999999999999,11.534,13.072000000000001,12.572000000000001,7.961,9.066,13.687999999999999,11.347999999999999,9.387,11.689,13.493,14.218,10.76,12.525,5.961,12.175,11.251
2865,5.002,10.216000000000001,10.655,7.303,10.752,13.604000000000001,10.492,9.665,8.686,12.159,11.58,7.545,7.02,11.512,8.214,8.857000000000001,10.026,13.963,13.17,9.988999999999999,11.914000000000001,5.652,12.235999999999999,10.009
2871,6.769,13.020999999999999,12.958,10.751,14.159,14.626,15.783,13.493,11.745999999999999,13.817,14.946,9.624,9.738,11.800999999999998,11.453,16.475,13.546,15.565,17.592,18.25,14.877,10.610999999999999,13.999,13.287
2875,4.736000000000001,10.785,11.577,8.926,13.445,15.948,12.845,13.248,13.715,13.154000000000002,14.488,8.562999999999999,6.9639999999999995,13.767999999999999,10.287,12.681,10.838,14.5,15.542,14.251,13.283,6.882000000000001,13.171,11.895
2878,5.126,10.306,12.042,8.839,13.415999999999999,16.195999999999998,12.969000000000001,13.213,13.264000000000001,13.273,13.965,8.991,6.9110000000000005,13.790999999999999,10.652999999999999,12.472999999999999,11.085,13.762,15.744000000000002,14.56,12.789000000000001,6.664,12.447000000000001,11.847000000000001
2880,9.382,8.307,10.392000000000001,9.318,11.675999999999998,10.4,12.225999999999999,11.433,13.892999999999999,11.799000000000001,13.450999999999999,6.643,6.122000000000001,10.505999999999998,11.527000000000001,10.166,12.376,10.42,13.494000000000002,12.037,9.531,6.019,11.946,10.568
2885,4.934,11.573,10.821,8.255,11.905999999999999,5.443,10.36,6.781000000000001,5.237,13.329,10.475,7.505,9.43,12.897,13.442,12.054,11.249,13.579,13.255,14.572000000000001,12.383,8.488,10.628,10.374
2891,4.746,11.890999999999998,10.542,8.017000000000001,12.309000000000001,5.641,10.214,6.945,5.153,12.979000000000001,10.306,7.59,8.79,12.64,13.436,11.788,11.037,14.114,13.854000000000001,14.786,11.992,9.109,10.777999999999999,10.376
2897,6.276,7.556,5.809,8.449,12.380999999999998,14.739,10.597000000000001,11.71,10.783,12.587,12.027999999999999,8.955,8.754,9.808,9.158999999999999,7.928999999999999,10.335,13.305,12.485,9.873,9.193999999999999,7.526,12.707,10.128
2898,7.957999999999999,10.081,11.774000000000001,9.831,12.287,16.733,12.787,10.728,8.499,13.222999999999999,12.171,9.244,6.254,11.107000000000001,10.399000000000001,8.924,11.622,13.573,13.368,9.708,12.883,7.692,11.046,10.952
2899,8.941,8.418,13.017000000000001,7.849,12.645999999999999,13.833,13.189,11.107000000000001,11.319,12.765,12.557,7.343,8.672,13.529000000000002,10.815999999999999,9.78,12.275,13.26,14.558,10.897,12.513,6.032,12.825,11.224
2900,6.801,13.01,12.626,10.959000000000001,13.922,15.19,15.561,13.433,12.189,13.632,15.622,9.652000000000001,9.789,12.25,11.434000000000001,16.732,13.017000000000001,15.334000000000001,17.621,18.12,15.169,10.558,14.1,13.335999999999999
2901,8.419,5.121,8.041,7.492999999999999,12.059000000000001,11.77,12.232000000000001,11.193,12.23,13.249,11.945,9.943999999999999,8.538,8.485,10.324000000000002,9.56,10.126,13.059000000000001,12.15,14.183,14.728,7.38,11.217,10.585
2904,9.561,8.226,4.954,7.207999999999999,9.67,10.484000000000002,10.842,11.629000000000001,9.742,12.955,12.183,8.285,10.284,9.484,8.372,10.475999999999999,14.254000000000001,15.335,14.5,14.042,12.722999999999999,6.771,12.722000000000001,10.639000000000001
2906,10.82,13.599,16.166,10.769,15.309000000000001,14.97,15.91,12.502,17.075,14.633,14.373,11.702,11.119000000000002,13.133,13.395,9.612,11.742,16.649,14.501,11.52,18.599,5.485,12.868,13.324000000000002
2907,4.97,11.554,10.661,8.379,12.209000000000001,5.54,10.422,7.19,4.857,12.74,10.425999999999998,7.825,9.297,13.217,13.556,12.092,11.163,13.857000000000001,13.837,14.287,11.882,9.248,10.248,10.411
2915,7.785,5.279,9.11,11.103,12.962,14.307,12.602,10.95,14.199000000000002,14.669,14.811,9.937999999999999,10.59,11.950999999999999,12.455,12.963,13.022,14.524000000000001,16.682000000000002,12.163,12.985,8.79,13.440999999999999,12.056
2916,6.539,8.936,5.348,11.462,10.578,13.105,7.9,8.537,6.182,14.370999999999999,12.607999999999999,9.596,9.58,12.577,9.777000000000001,9.024,13.609000000000002,13.16,13.808,11.719000000000001,6.261,7.24,13.202,10.222999999999999
2919,8.576,5.4510000000000005,7.945,9.967,9.962,9.757,6.002999999999999,8.798,7.582000000000001,12.225999999999999,13.321,5.568,6.931,12.507,7.471,9.57,11.164000000000001,11.523,14.204,11.138,6.3870000000000005,5.9639999999999995,9.743,9.207
2922,9.036,5.652,9.857999999999999,10.168,8.5,11.017999999999999,9.809,11.705,7.648,12.347999999999999,13.311,9.363,7.807,9.846,8.726,10.876,9.274,13.933,11.158,12.934000000000001,8.619,4.26,12.895999999999999,9.945
2927,8.834,8.442,13.204,7.694,12.985999999999999,13.442,12.890999999999998,11.002,11.792,12.630999999999998,12.53,6.971,9.196,13.015,10.637,10.022,11.817,13.032,14.857999999999999,11.555,12.770999999999999,5.885,12.367,11.199000000000002
2931,7.53,7.528,11.515,6.7860000000000005,12.715,10.73,7.87,10.966,10.213,13.308,11.297,10.669,8.841000000000001,10.565999999999999,8.94,10.232000000000001,9.857000000000001,11.998,14.048,8.756,10.288,6.095,11.181,10.084
2935,7.912000000000001,9.72,11.857000000000001,7.8260000000000005,11.932,14.037,12.489,12.457,10.902999999999999,14.427,13.41,8.318,10.007,11.705,9.055,11.205,12.219000000000001,14.187999999999999,14.401,10.5,11.469000000000001,9.031,15.620999999999999,11.508
2939,8.65,5.03,8.065,7.51,12.638,12.033,12.136,11.290999999999999,12.235999999999999,13.255999999999998,12.475,9.665,8.55,8.623,10.353,9.118,10.413,13.47,12.354000000000001,14.573,14.847999999999999,6.917999999999999,11.337,10.675999999999998
